LDEV_Rnd_Read_IOPS5A.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:5A:D6X(X68-1)","00:5A:D7X(X66-1)","00:5A:D8X(X50-1)","00:5A:D9X(X71-1)","00:5A:FC(5-6)","00:5A:FD(5-6)","00:5A:FEX(X69-1)","00:5A:FFX(X67-1)"
"58","2014/04/01 22:13",0,0,0,0,0,0,0,0
"59","2014/04/01 22:18",14,14,11,16,0,0,3,3
"60","2014/04/01 22:23",0,0,0,0,0,0,1,1
"61","2014/04/01 22:28",0,0,0,0,0,0,0,0
"62","2014/04/01 22:33",8,8,7,7,0,0,1,1
"63","2014/04/01 22:38",0,0,0,0,0,0,0,0
"64","2014/04/01 22:43",0,0,0,0,0,0,1,2
"65","2014/04/01 22:48",0,0,0,0,0,0,1,1
"66","2014/04/01 22:53",8,8,8,8,0,0,0,0
"67","2014/04/01 22:58",32,31,29,32,0,0,1,2
"68","2014/04/01 23:03",37,39,35,36,0,0,0,1
"69","2014/04/01 23:08",59,60,57,56,0,0,1,3
"70","2014/04/01 23:13",72,77,70,71,0,0,0,4
"71","2014/04/01 23:18",64,63,61,63,0,0,1,1
"72","2014/04/01 23:23",38,54,34,45,0,0,1,1
"73","2014/04/01 23:28",3,4,3,2,0,0,0,0
"74","2014/04/01 23:33",1,2,0,0,0,0,1,2
"75","2014/04/01 23:38",3,3,3,2,0,0,1,1
"76","2014/04/01 23:43",88,91,87,87,0,0,0,0
"77","2014/04/01 23:48",13,14,12,14,0,0,1,1
"78","2014/04/01 23:53",1,2,1,1,0,0,1,2
"79","2014/04/01 23:58",12,11,11,10,0,0,0,0
"80","2014/04/02 00:03",57,89,32,56,0,0,1,1
"81","2014/04/02 00:08",0,0,0,0,0,0,1,1
"82","2014/04/02 00:13",0,0,0,0,0,0,0,0
"83","2014/04/02 00:18",3,3,2,2,0,0,1,2
"84","2014/04/02 00:23",0,0,0,0,0,0,0,0
"85","2014/04/02 00:28",0,0,0,0,0,0,1,1
"86","2014/04/02 00:33",1,1,1,1,0,0,1,2
"87","2014/04/02 00:38",2,2,2,2,0,0,0,0
"88","2014/04/02 00:43",0,0,0,0,0,0,1,1
"89","2014/04/02 00:48",2,2,2,2,0,0,0,0
"90","2014/04/02 00:53",1,1,1,1,0,0,1,1
"91","2014/04/02 00:58",0,0,0,0,0,0,0,0
"92","2014/04/02 01:03",4,6,5,5,0,0,1,1
"93","2014/04/02 01:08",0,0,0,0,0,0,1,1
"94","2014/04/02 01:13",0,0,0,0,0,0,0,0
"95","2014/04/02 01:18",6,6,6,6,0,0,1,1
"96","2014/04/02 01:23",0,0,0,0,0,0,1,2
