LDEV_Write_Hit06.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:06:06X(X24-1)","00:06:07X(X26-1)","00:06:08X(X27-1)","00:06:09X(X25-1)","00:06:0AX(X29-1)","00:06:0CX(X172-1)","00:06:0DX(X163-1)","00:06:0EX(X406-1)","00:06:0FX(X434-1)","00:06:10X(X16-1)","00:06:11X(X446-1)","00:06:12X(X392-1)","00:06:13X(X162-1)","00:06:14X(X383-1)","00:06:15X(X444-1)","00:06:16X(X176-1)","00:06:26X(X408-1)"
"17","2014/04/01 18:48",94,96,0,94,96,97,99,99,99,99,99,99,99,98,99,98,96
"18","2014/04/01 18:53",96,96,0,95,96,99,99,99,99,99,99,99,99,99,99,99,95
"19","2014/04/01 18:58",97,96,100,95,96,99,99,99,99,99,99,99,99,99,99,99,89
"20","2014/04/01 19:03",87,87,0,85,86,95,93,94,94,94,94,93,96,96,97,95,89
"21","2014/04/01 19:08",94,96,0,94,95,96,99,99,99,99,99,99,98,99,97,96,88
"22","2014/04/01 19:13",96,97,0,98,96,98,99,99,99,99,99,99,98,99,99,97,90
"23","2014/04/01 19:18",94,97,0,93,96,99,99,99,98,99,99,99,99,99,99,98,94
"24","2014/04/01 19:23",93,94,0,97,96,99,99,99,98,99,99,99,99,99,99,97,90
"25","2014/04/01 19:28",94,95,100,93,96,99,99,99,99,99,99,99,99,99,99,98,95
"26","2014/04/01 19:33",94,94,0,93,96,99,99,99,99,99,99,99,99,98,99,99,88
"27","2014/04/01 19:38",98,96,0,97,97,99,99,99,99,99,99,99,99,99,99,99,84
"28","2014/04/01 19:43",91,89,0,86,88,99,99,99,99,99,99,99,99,99,99,99,81
"29","2014/04/01 19:48",93,91,0,90,92,99,99,99,99,98,99,99,99,98,99,99,83
"30","2014/04/01 19:53",93,91,0,92,94,99,99,99,99,99,99,99,99,99,99,99,85
"31","2014/04/01 19:58",94,95,100,95,95,99,99,99,99,99,99,99,99,99,99,99,91
"32","2014/04/01 20:03",84,83,0,85,86,94,93,94,94,95,93,93,96,97,97,96,93
"33","2014/04/01 20:08",93,94,0,92,94,99,99,99,99,99,99,99,99,99,99,99,81
"34","2014/04/01 20:13",94,96,0,94,95,99,99,99,99,99,99,99,99,99,99,99,89
"35","2014/04/01 20:18",98,97,0,94,96,99,99,99,99,99,99,99,99,99,99,99,96
"36","2014/04/01 20:23",97,97,0,94,96,99,99,99,99,99,99,99,99,99,99,99,85
"37","2014/04/01 20:28",97,95,100,93,96,99,99,99,99,99,99,99,99,99,99,99,93
"38","2014/04/01 20:33",95,97,0,94,96,99,99,99,99,99,99,99,99,99,99,99,93
"39","2014/04/01 20:38",96,97,0,93,96,99,99,99,99,99,99,99,99,99,99,99,90
"40","2014/04/01 20:43",97,96,0,94,96,99,99,99,99,99,99,99,99,99,99,99,87
"41","2014/04/01 20:48",94,94,0,94,96,99,99,99,99,99,99,99,99,99,99,99,95
"42","2014/04/01 20:53",94,96,0,95,95,98,99,99,99,99,99,99,99,99,99,99,94
"43","2014/04/01 20:58",97,97,100,95,96,99,99,99,99,99,99,99,99,99,99,99,91
"44","2014/04/01 21:03",84,84,0,85,86,94,93,95,94,95,93,93,97,96,97,97,88
"45","2014/04/01 21:08",93,93,0,91,93,99,99,99,99,99,99,99,99,99,99,99,87
"46","2014/04/01 21:13",94,97,0,94,95,99,99,99,99,99,99,99,99,99,99,99,89
"47","2014/04/01 21:18",97,96,0,94,96,99,99,99,99,99,99,99,99,99,99,99,94
"48","2014/04/01 21:23",97,94,0,94,96,99,99,99,99,99,99,99,99,99,99,99,91
"49","2014/04/01 21:28",97,93,100,94,95,99,99,99,99,99,99,99,99,99,99,99,87
"50","2014/04/01 21:33",94,94,0,94,96,99,99,99,99,99,99,99,99,99,99,99,92
"51","2014/04/01 21:38",98,96,0,94,96,99,99,99,99,99,99,99,99,99,99,99,85
"52","2014/04/01 21:43",98,97,0,97,96,99,99,99,99,99,99,99,99,99,99,99,87
"53","2014/04/01 21:48",98,96,0,97,96,99,99,99,99,99,99,99,99,99,99,99,91
"54","2014/04/01 21:53",97,96,0,95,96,99,99,99,99,99,99,99,99,99,99,99,95
"55","2014/04/01 21:58",98,96,100,95,95,99,99,99,99,99,99,99,99,99,99,99,90
"56","2014/04/01 22:03",86,85,0,88,85,94,93,94,94,95,93,93,96,96,97,96,92
"57","2014/04/01 22:08",93,91,0,92,92,99,99,99,99,99,99,99,99,99,99,99,87
"58","2014/04/01 22:13",93,94,0,94,95,99,99,99,99,99,99,99,99,99,99,99,86
"59","2014/04/01 22:18",93,95,0,94,96,99,99,99,99,99,99,99,99,99,99,99,89
"60","2014/04/01 22:23",93,94,0,94,96,99,99,99,99,99,99,99,99,99,99,99,83
"61","2014/04/01 22:28",94,94,100,94,96,99,99,99,99,99,99,99,99,99,99,99,93
"62","2014/04/01 22:33",94,94,0,94,96,99,99,99,99,99,99,99,99,99,99,99,92
"63","2014/04/01 22:38",94,94,0,94,96,99,99,99,99,99,99,99,99,99,99,99,87
"64","2014/04/01 22:43",94,94,0,94,96,99,99,99,99,99,99,99,99,99,99,99,87
"65","2014/04/01 22:48",94,94,0,94,95,99,99,99,99,99,99,99,99,99,99,99,89
"66","2014/04/01 22:53",93,93,0,95,95,98,99,99,99,99,98,99,99,99,99,99,86
"67","2014/04/01 22:58",94,93,100,94,94,98,99,99,99,99,97,99,98,99,99,99,81
"68","2014/04/01 23:03",80,81,0,81,82,94,93,94,93,95,92,93,95,94,97,97,81
"69","2014/04/01 23:08",92,90,0,89,90,99,99,99,95,99,96,99,99,98,99,97,89
"70","2014/04/01 23:13",92,92,0,91,92,98,99,99,98,99,96,99,99,98,99,97,87
"71","2014/04/01 23:18",92,94,0,92,94,99,99,99,99,99,95,99,98,99,99,97,86
"72","2014/04/01 23:23",92,92,0,92,96,99,99,99,98,99,97,99,98,98,99,97,84
"73","2014/04/01 23:28",93,95,100,91,93,99,99,99,97,98,99,99,98,98,99,97,87
"74","2014/04/01 23:33",94,94,0,91,96,98,99,99,99,97,99,99,98,97,99,96,87
"75","2014/04/01 23:38",93,93,0,91,92,99,99,99,99,98,99,99,98,99,99,97,76
"76","2014/04/01 23:43",92,92,0,92,94,99,99,99,99,98,99,99,98,99,99,98,82
"77","2014/04/01 23:48",93,93,0,92,94,99,99,99,98,99,98,99,99,99,99,98,82
"78","2014/04/01 23:53",93,92,0,93,93,99,99,99,99,99,99,99,98,99,99,98,80
"79","2014/04/01 23:58",93,92,100,92,94,99,99,99,99,99,99,99,99,99,99,98,83
"80","2014/04/02 00:03",82,82,0,82,85,94,93,94,94,94,93,93,96,96,97,95,87
"81","2014/04/02 00:08",93,92,0,90,92,99,99,99,99,99,99,99,99,99,99,97,85
"82","2014/04/02 00:13",93,95,0,94,95,99,99,99,97,99,99,99,99,99,99,98,90
"83","2014/04/02 00:18",93,95,0,94,95,99,99,99,97,99,99,99,99,99,99,98,81
"84","2014/04/02 00:23",93,94,0,93,96,99,99,99,98,99,99,99,99,98,99,99,81
"85","2014/04/02 00:28",92,94,100,93,96,99,99,99,99,99,99,99,99,99,99,99,89
"86","2014/04/02 00:33",94,94,0,93,96,99,99,99,99,99,97,99,99,99,99,99,89
"87","2014/04/02 00:38",94,94,0,93,95,99,99,99,99,99,97,99,99,99,99,99,85
"88","2014/04/02 00:43",94,95,0,94,96,99,99,99,99,99,97,99,99,98,99,99,90
"89","2014/04/02 00:48",94,94,0,93,95,99,99,99,99,99,95,99,99,99,99,99,85
"90","2014/04/02 00:53",94,94,0,95,96,99,99,99,99,98,97,99,99,98,98,99,88
"91","2014/04/02 00:58",95,93,100,95,96,98,99,99,99,99,97,99,99,99,99,99,88
"92","2014/04/02 01:03",83,83,0,84,85,94,93,94,94,95,91,93,96,93,96,95,83
"93","2014/04/02 01:08",93,94,0,94,95,98,99,99,99,99,96,99,98,95,98,98,87
"94","2014/04/02 01:13",93,95,0,95,96,99,99,99,99,99,99,99,98,96,99,98,87
"95","2014/04/02 01:18",93,94,0,93,95,99,99,99,99,99,99,99,99,97,99,98,91
"96","2014/04/02 01:23",93,94,0,94,96,99,99,99,98,99,99,99,99,97,99,98,86
