LDEV_IOPS5A.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:5A:D6X(X68-1)","00:5A:D7X(X66-1)","00:5A:D8X(X50-1)","00:5A:D9X(X71-1)","00:5A:FC(5-6)","00:5A:FD(5-6)","00:5A:FEX(X69-1)","00:5A:FFX(X67-1)"
"59","2014/04/01 22:18",23,23,20,24,0,0,9,9
"60","2014/04/01 22:23",0,0,0,0,0,0,6,5
"61","2014/04/01 22:28",0,0,0,0,0,0,3,2
"62","2014/04/01 22:33",11,11,10,10,0,0,6,7
"63","2014/04/01 22:38",0,0,0,0,0,0,3,2
"64","2014/04/01 22:43",1,0,0,0,0,0,5,6
"65","2014/04/01 22:48",0,0,0,0,0,0,5,5
"66","2014/04/01 22:53",12,13,13,13,0,0,3,2
"67","2014/04/01 22:58",46,44,43,45,0,0,6,7
"68","2014/04/01 23:03",47,47,44,45,0,0,7,8
"69","2014/04/01 23:08",66,68,64,63,0,0,9,10
"70","2014/04/01 23:13",191,182,159,161,0,0,34,40
"71","2014/04/01 23:18",85,83,80,82,0,0,7,7
"72","2014/04/01 23:23",48,64,44,54,0,0,15,15
"73","2014/04/01 23:28",4,5,3,2,0,0,18,18
"74","2014/04/01 23:33",3,4,1,1,0,0,6,7
"75","2014/04/01 23:38",5,5,4,3,0,0,7,8
"76","2014/04/01 23:43",96,99,96,96,0,0,2,2
"77","2014/04/01 23:48",29,30,27,27,0,0,9,8
"78","2014/04/01 23:53",3,3,2,2,0,0,6,7
"79","2014/04/01 23:58",26,25,26,25,0,0,3,2
"80","2014/04/02 00:03",66,96,48,65,0,0,7,7
"81","2014/04/02 00:08",1,0,0,0,0,0,5,5
"82","2014/04/02 00:13",0,0,0,0,0,0,2,2
"83","2014/04/02 00:18",6,7,5,6,0,0,5,6
"84","2014/04/02 00:23",0,0,0,0,0,0,2,2
"85","2014/04/02 00:28",0,0,0,0,0,0,5,5
"86","2014/04/02 00:33",2,2,2,2,0,0,5,6
"87","2014/04/02 00:38",4,4,4,4,0,0,2,2
"88","2014/04/02 00:43",0,0,0,0,0,0,5,4
"89","2014/04/02 00:48",4,4,4,4,0,0,3,2
"90","2014/04/02 00:53",2,2,2,2,0,0,5,5
"91","2014/04/02 00:58",0,0,0,0,0,0,2,1
"92","2014/04/02 01:03",9,9,8,9,0,0,7,8
"93","2014/04/02 01:08",1,0,0,0,0,0,6,5
"94","2014/04/02 01:13",0,0,0,0,0,0,2,2
"95","2014/04/02 01:18",13,13,13,13,0,0,5,5
"96","2014/04/02 01:23",0,0,0,0,0,0,6,7
