LDEV_Write_Hit_1-2.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:00:1B","00:00:1C","00:00:1D","00:00:1E","00:00:1F","00:00:21","00:00:22","00:00:23","00:00:24","00:00:25","00:00:26","00:00:27","00:5C:CC","00:5C:CD","00:5C:CE","00:5C:E7","00:5C:E8","00:FE:00"
"20","2014/04/01 19:03",0,0,0,0,0,0,0,0,0,0,0,0,96,100,100,80,0,0
"21","2014/04/01 19:08",0,0,0,0,0,0,0,0,0,0,0,0,91,100,100,94,11,0
"22","2014/04/01 19:13",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,94,60,0
"23","2014/04/01 19:18",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,90,95,0
"24","2014/04/01 19:23",0,0,0,0,0,0,0,0,0,0,0,0,93,100,100,92,96,0
"25","2014/04/01 19:28",0,0,0,0,0,0,0,0,0,0,0,0,93,100,100,91,99,0
"26","2014/04/01 19:33",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,95,100,0
"27","2014/04/01 19:38",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,98,97,0
"28","2014/04/01 19:43",0,0,0,0,0,0,0,0,0,0,0,0,94,100,100,86,100,0
"29","2014/04/01 19:48",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,94,0,0
"30","2014/04/01 19:53",0,0,0,0,0,0,0,0,0,0,0,0,92,100,100,94,0,0
"31","2014/04/01 19:58",0,0,0,0,0,0,0,0,0,0,0,0,96,100,100,95,0,0
"32","2014/04/01 20:03",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,91,0,0
"33","2014/04/01 20:08",0,0,0,0,0,0,0,0,0,0,0,0,94,100,100,96,0,0
"34","2014/04/01 20:13",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,92,0,0
"35","2014/04/01 20:18",0,0,0,0,0,0,0,0,0,0,0,0,94,100,100,92,0,0
"36","2014/04/01 20:23",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,95,0,0
"37","2014/04/01 20:28",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,94,0,0
"38","2014/04/01 20:33",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,92,0,0
"39","2014/04/01 20:38",0,0,0,0,0,0,0,0,0,0,0,0,93,100,100,89,100,0
"40","2014/04/01 20:43",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,93,0,0
"41","2014/04/01 20:48",0,0,0,0,0,0,0,0,0,0,0,0,96,100,100,90,0,0
"42","2014/04/01 20:53",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,86,40,0
"43","2014/04/01 20:58",0,0,0,0,0,0,0,0,0,0,0,0,94,100,100,85,0,0
"44","2014/04/01 21:03",0,0,0,0,0,0,0,0,0,0,0,0,96,100,100,91,0,0
"45","2014/04/01 21:08",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,87,0,0
"46","2014/04/01 21:13",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,94,0,0
"47","2014/04/01 21:18",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,95,0,0
"48","2014/04/01 21:23",0,0,0,0,0,0,0,0,0,0,0,0,94,100,100,91,0,0
"49","2014/04/01 21:28",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,88,0,0
"50","2014/04/01 21:33",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,86,0,0
"51","2014/04/01 21:38",0,0,0,0,0,0,0,0,0,0,0,0,96,100,100,97,0,0
"52","2014/04/01 21:43",0,0,0,0,0,0,0,0,0,0,0,0,93,100,100,97,81,0
"53","2014/04/01 21:48",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,98,65,0
"54","2014/04/01 21:53",0,0,0,0,0,0,0,0,0,0,0,0,96,100,100,98,97,0
"55","2014/04/01 21:58",0,0,0,0,0,0,0,0,0,0,0,0,93,100,100,94,98,0
"56","2014/04/01 22:03",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,94,96,0
"57","2014/04/01 22:08",0,0,0,0,0,0,0,0,0,0,0,0,94,100,99,97,100,0
"58","2014/04/01 22:13",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,95,78,0
"59","2014/04/01 22:18",0,0,0,0,0,0,0,0,0,0,0,0,93,100,100,95,82,0
"60","2014/04/01 22:23",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,95,82,0
"61","2014/04/01 22:28",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,94,85,0
"62","2014/04/01 22:33",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,98,84,0
"63","2014/04/01 22:38",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,95,100,0
"64","2014/04/01 22:43",0,0,0,0,0,0,0,0,0,0,0,0,94,100,100,95,93,0
"65","2014/04/01 22:48",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,96,100,0
"66","2014/04/01 22:53",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,98,85,0
"67","2014/04/01 22:58",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,98,88,0
"68","2014/04/01 23:03",0,0,0,0,0,0,0,0,0,0,0,0,96,100,99,97,100,0
"69","2014/04/01 23:08",0,0,0,0,0,0,0,0,0,0,0,0,92,100,99,97,50,0
"70","2014/04/01 23:13",0,0,0,0,0,0,0,0,0,0,0,0,92,100,100,97,50,0
"71","2014/04/01 23:18",0,0,0,0,0,0,0,0,0,0,0,0,94,100,100,94,86,0
"72","2014/04/01 23:23",0,0,0,0,0,0,0,0,0,0,0,0,94,96,100,91,75,0
"73","2014/04/01 23:28",0,0,0,0,0,0,0,0,0,0,0,0,92,100,100,93,100,0
"74","2014/04/01 23:33",0,0,0,0,0,0,0,0,0,0,0,0,94,100,100,96,36,0
"75","2014/04/01 23:38",0,0,0,0,0,0,0,0,0,0,0,0,92,100,99,94,76,0
"76","2014/04/01 23:43",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,96,80,0
"77","2014/04/01 23:48",0,0,0,0,0,0,0,0,0,0,0,0,94,100,100,90,85,0
"78","2014/04/01 23:53",0,0,0,0,0,0,0,0,0,0,0,0,93,100,100,93,82,0
"79","2014/04/01 23:58",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,97,66,0
"80","2014/04/02 00:03",0,0,0,0,0,0,0,0,0,0,0,0,92,100,100,87,0,0
"81","2014/04/02 00:08",0,0,0,0,0,0,0,0,0,0,0,0,96,100,100,90,100,0
"82","2014/04/02 00:13",0,0,0,0,0,0,0,0,0,0,0,0,92,100,99,97,66,0
"83","2014/04/02 00:18",0,0,0,0,0,0,0,0,0,0,0,0,94,100,100,95,40,0
"84","2014/04/02 00:23",0,0,0,0,0,0,0,0,0,0,0,0,93,100,100,92,53,0
"85","2014/04/02 00:28",0,0,0,0,0,0,0,0,0,0,0,0,94,100,100,87,0,0
"86","2014/04/02 00:33",0,0,0,0,0,0,0,0,0,0,0,0,94,100,100,94,0,0
"87","2014/04/02 00:38",0,0,0,0,0,0,0,0,0,0,0,0,93,100,100,94,100,0
"88","2014/04/02 00:43",0,0,0,0,0,0,0,0,0,0,0,0,94,100,100,88,85,0
"89","2014/04/02 00:48",0,0,0,0,0,0,0,0,0,0,0,0,92,100,99,89,100,0
"90","2014/04/02 00:53",0,0,0,0,0,0,0,0,0,0,0,0,95,100,99,91,92,0
"91","2014/04/02 00:58",0,0,0,0,0,0,0,0,0,0,0,0,92,100,99,91,100,0
"92","2014/04/02 01:03",0,0,0,0,0,0,0,0,0,0,0,0,94,100,99,94,97,0
"93","2014/04/02 01:08",0,0,0,0,0,0,0,0,0,0,0,0,93,100,100,93,88,0
"94","2014/04/02 01:13",0,0,0,0,0,0,0,0,0,0,0,0,95,100,100,95,100,0
"95","2014/04/02 01:18",0,0,0,0,0,0,0,0,0,0,0,0,94,100,100,91,0,0
"96","2014/04/02 01:23",0,0,0,0,0,0,0,0,0,0,0,0,92,100,100,95,80,0
