URJNL_R-JNL_Asynchronous_Copy_Response.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","05","03","0A","04","0C","07","09","0B","00","11","0F"
"49","2014/04/01 21:28",3,5,3,5,0,3,16,5,0,4,4
"50","2014/04/01 21:33",6,8,42,9,0,9,31,9,0,8,8
"51","2014/04/01 21:38",2,5,4,4,0,5,22,4,0,4,4
"52","2014/04/01 21:43",2,6,5,5,0,6,22,6,0,5,6
"53","2014/04/01 21:48",3,6,7,6,0,7,25,7,0,5,6
"54","2014/04/01 21:53",3,5,5,5,0,5,23,5,0,5,5
"55","2014/04/01 21:58",2,5,4,5,0,4,19,5,0,4,4
"56","2014/04/01 22:03",5,8,8,8,0,9,41,10,0,7,9
"57","2014/04/01 22:08",6,9,9,10,0,9,43,12,0,9,9
"58","2014/04/01 22:13",5,8,7,7,0,7,35,9,0,6,7
"59","2014/04/01 22:18",3,5,5,6,0,6,25,7,0,5,6
"60","2014/04/01 22:23",3,6,4,6,0,5,24,6,0,5,5
"61","2014/04/01 22:28",2,6,5,7,0,7,19,6,0,5,5
"62","2014/04/01 22:33",8,10,24,11,0,10,49,9,0,11,10
"63","2014/04/01 22:38",9,12,10,13,0,12,56,12,0,11,12
"64","2014/04/01 22:43",12,12,12,14,0,14,60,14,0,12,13
"65","2014/04/01 22:48",10,13,11,13,0,13,58,14,0,12,13
"66","2014/04/01 22:53",16,16,19,16,0,16,66,16,0,15,17
"67","2014/04/01 22:58",14,14,15,14,0,15,64,16,0,14,16
"68","2014/04/01 23:03",17,18,14,17,0,16,68,16,0,16,16
"69","2014/04/01 23:08",21,20,20,21,0,19,73,22,0,20,21
"70","2014/04/01 23:13",23,19,20,20,0,19,73,20,0,19,20
"71","2014/04/01 23:18",21,18,19,19,0,20,72,20,0,22,20
"72","2014/04/01 23:23",19,18,18,18,0,19,70,19,0,17,18
"73","2014/04/01 23:28",26,23,26,25,0,24,78,24,0,24,25
"74","2014/04/01 23:33",29,30,75,28,0,30,82,30,0,28,30
"75","2014/04/01 23:38",28,32,70,30,0,29,81,29,0,28,27
"76","2014/04/01 23:43",25,26,44,26,0,27,77,28,0,26,25
"77","2014/04/01 23:48",24,23,24,25,0,26,75,25,0,24,24
"78","2014/04/01 23:53",22,22,22,22,0,25,75,23,0,23,22
"79","2014/04/01 23:58",21,21,20,22,0,20,74,20,0,20,21
"80","2014/04/02 00:03",20,20,19,20,0,20,72,19,0,20,19
"81","2014/04/02 00:08",22,21,22,20,0,21,74,21,0,20,21
"82","2014/04/02 00:13",19,18,18,18,0,19,70,22,0,19,18
"83","2014/04/02 00:18",21,20,19,20,0,19,72,20,0,19,21
"84","2014/04/02 00:23",19,18,18,19,0,19,71,19,0,19,20
"85","2014/04/02 00:28",20,19,17,18,0,19,73,19,0,18,20
"86","2014/04/02 00:33",20,18,18,19,0,18,72,20,0,18,19
"87","2014/04/02 00:38",19,20,21,19,0,20,72,20,0,19,21
"88","2014/04/02 00:43",20,18,18,19,0,18,72,19,0,19,17
"89","2014/04/02 00:48",21,21,21,22,0,22,74,21,0,20,20
"90","2014/04/02 00:53",21,21,50,22,0,23,76,23,0,21,22
"91","2014/04/02 00:58",21,19,18,19,0,20,71,20,0,19,19
"92","2014/04/02 01:03",21,22,20,23,0,22,74,23,0,21,21
"93","2014/04/02 01:08",22,24,21,21,0,23,76,24,0,22,21
"94","2014/04/02 01:13",23,24,22,24,0,24,76,24,0,21,22
"95","2014/04/02 01:18",23,21,20,22,0,22,75,22,0,20,21
"96","2014/04/02 01:23",22,21,21,22,0,23,74,22,0,20,21
