PHY_Short_PG.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","1-1","1-2","1-3","1-4","1-5","1-6","1-7","1-8","1-9","1-10","1-11","1-12","1-13","1-14","1-15","3-1","3-2","3-3","3-4","3-5","3-6","3-7","3-8","3-9","3-10","3-11","3-12","3-13","3-14","3-15","3-16","5-1","5-2","5-3","5-4","5-5","5-6","5-7","5-8","5-9","5-10","5-11","5-12","5-13","5-14","5-15","7-1","7-2","7-3","7-4","7-5","7-6","7-7","7-8","7-9","7-10","7-11","7-12","7-13","7-14","9-1","9-2","9-3","9-4","11-1","11-2","11-3","11-4","11-5","11-6","11-7","11-8","11-9","11-10","11-11","11-12","11-13","11-14","11-15","11-16","13-1","13-2","13-3","13-4","13-5","13-6","13-7","13-8","13-9","13-10","13-11","13-12","13-13","13-14","13-15","13-16"
"35","2014/04/01 20:18",0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,16,15,16,18,16,0,0,0,0,6,6,5,7,6,5,6,7,6,6,5,5,6,7,6,8,9,6,0,0,2,0,-1,0,0,0,1,-1,-1,0,0,-1,0,6,13,23,25,22,14,14,16,32,17,26,6,13,13,9,22,15
"36","2014/04/01 20:23",0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,15,14,16,18,15,0,0,0,0,5,5,5,7,7,6,5,7,6,8,6,5,6,8,8,8,7,8,0,1,2,0,-1,0,0,0,1,-1,-1,0,0,-1,0,6,12,21,22,22,14,14,14,32,17,25,6,13,13,9,22,15
"37","2014/04/01 20:28",0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,20,18,20,17,18,0,0,0,0,5,5,5,8,8,7,7,9,6,7,6,5,7,7,6,8,8,6,0,0,2,0,-1,0,0,0,1,-1,-1,0,0,-1,0,8,14,24,26,24,15,15,17,34,16,27,7,13,14,10,24,16
"38","2014/04/01 20:33",0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,19,17,18,19,19,0,0,0,0,4,4,5,6,7,5,5,8,5,5,4,4,6,6,7,6,7,7,0,0,2,0,-1,0,0,0,0,-1,-1,0,0,-1,0,7,14,23,26,26,15,16,17,36,19,30,7,15,15,11,24,17
"39","2014/04/01 20:38",0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,15,14,15,16,14,0,0,0,0,6,6,5,6,6,5,5,5,5,4,7,5,7,7,6,5,5,5,0,0,2,0,-1,0,0,0,1,-1,-1,0,0,-1,0,5,14,23,25,24,15,16,16,32,16,24,5,13,13,10,22,15
"40","2014/04/01 20:43",0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,14,14,14,16,14,0,0,0,0,4,4,4,5,4,4,4,4,4,4,4,4,5,6,4,4,3,4,0,0,2,0,-1,0,0,0,1,-1,-1,0,0,-1,0,3,13,22,23,21,14,14,14,30,15,24,5,12,12,9,20,14
"41","2014/04/01 20:48",0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,15,14,16,16,14,0,0,0,0,7,7,7,7,7,7,8,8,9,8,7,7,7,8,7,7,6,7,0,0,1,0,-1,0,0,0,1,-1,-1,0,0,-1,0,5,12,21,23,21,13,13,14,30,14,24,5,12,12,8,20,14
"42","2014/04/01 20:53",0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,12,12,13,15,12,0,0,0,0,6,5,3,6,4,4,5,5,5,5,4,5,6,6,4,6,6,4,0,0,1,0,-1,0,0,0,1,-1,-1,0,0,-1,0,4,11,18,22,20,12,12,13,27,15,22,5,10,11,7,19,13
"43","2014/04/01 20:58",0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,14,13,15,14,15,0,0,0,0,5,4,5,6,6,5,6,7,6,6,4,5,7,7,6,7,6,7,0,0,2,0,-1,0,0,0,1,-1,-1,0,0,-1,0,4,11,17,21,20,13,13,14,28,13,22,5,11,11,7,19,13
"44","2014/04/01 21:03",0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,18,16,19,19,20,0,0,0,0,5,5,3,8,4,8,8,7,7,7,4,4,6,6,4,6,4,6,0,0,1,0,-1,0,0,0,1,-1,-1,0,0,-1,0,4,15,25,27,26,15,17,19,36,18,27,6,14,14,9,23,17
"45","2014/04/01 21:08",0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,27,26,31,28,32,0,0,0,0,6,6,4,6,5,7,8,7,7,9,6,6,8,9,8,8,6,8,0,0,1,0,-1,0,0,0,1,-1,-1,0,0,-1,0,6,22,35,40,39,24,27,28,50,23,34,10,22,22,14,28,23
"46","2014/04/01 21:13",0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,18,16,17,22,17,0,0,0,0,4,5,3,7,4,7,5,4,5,5,4,3,5,6,6,8,6,5,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,5,14,24,25,26,14,16,18,34,17,26,6,15,15,10,22,16
"47","2014/04/01 21:18",0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,17,15,17,21,17,0,0,0,0,6,5,5,5,5,5,6,6,6,6,6,6,6,8,6,7,6,6,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,5,15,24,27,27,14,15,18,33,18,27,5,15,14,11,23,16
"48","2014/04/01 21:23",0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,18,18,19,22,17,0,0,0,0,5,4,3,6,4,8,3,4,5,3,4,3,4,4,4,5,2,3,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,2,14,29,31,30,18,17,20,36,21,27,6,14,16,11,27,18
"49","2014/04/01 21:28",0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,17,17,21,18,21,0,0,0,0,4,5,3,4,4,4,3,4,4,3,4,3,4,4,3,4,4,3,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,3,14,29,28,30,17,17,19,36,14,26,6,15,13,9,23,16
"50","2014/04/01 21:33",0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,20,19,24,19,24,0,0,0,0,7,8,3,5,4,2,5,5,7,4,5,3,4,6,3,8,4,5,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,3,14,26,26,28,17,18,19,39,18,26,8,15,14,9,25,18
"51","2014/04/01 21:38",0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,15,14,20,18,20,0,0,0,0,8,7,5,6,6,6,6,7,6,4,4,6,7,6,4,4,4,6,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,3,14,23,22,22,13,15,16,34,18,25,5,15,14,9,23,15
"52","2014/04/01 21:43",0,0,0,0,0,0,-1,-1,-1,-1,0,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,17,15,16,18,16,0,0,0,0,9,8,7,7,8,7,7,8,7,5,6,7,6,6,5,5,4,6,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,3,15,23,22,20,13,14,15,33,18,28,7,14,16,9,24,16
"53","2014/04/01 21:48",0,1,0,0,0,0,-1,-1,-1,-1,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,24,22,22,16,21,0,0,0,0,9,8,9,8,9,7,8,9,9,6,7,8,9,7,6,5,5,6,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,4,14,21,22,20,12,13,15,36,16,30,8,15,16,8,21,16
"54","2014/04/01 21:53",0,0,0,0,0,0,-1,-1,-1,-1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,16,15,18,18,17,0,3,0,0,4,5,3,5,4,5,4,5,6,4,3,4,5,5,4,5,4,4,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,3,12,21,22,22,14,14,15,33,17,25,6,14,13,9,21,15
"55","2014/04/01 21:58",0,0,0,0,0,0,-1,-1,-1,-1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,10,10,11,13,11,0,5,0,0,4,4,3,5,4,3,3,4,4,4,4,3,4,4,3,5,3,4,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,3,8,13,14,14,8,7,8,19,10,15,3,9,8,5,16,9
"56","2014/04/01 22:03",0,0,0,0,0,0,-1,-1,-1,-1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,14,12,18,14,19,0,3,0,0,5,4,3,5,4,5,6,5,5,4,4,7,5,6,5,5,5,5,0,0,2,0,-1,0,0,0,0,-1,-1,0,0,-1,0,5,11,20,23,22,14,14,14,31,14,22,5,13,12,7,20,15
"57","2014/04/01 22:08",0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,2,0,0,0,0,34,34,34,32,35,0,1,0,0,6,6,6,6,7,6,7,7,8,6,7,6,8,6,8,7,7,6,0,0,2,0,-1,0,0,0,0,-1,-1,0,0,-1,0,6,25,46,55,51,30,31,32,64,29,46,14,27,28,21,40,30
"58","2014/04/01 22:13",0,0,0,0,0,0,-1,-1,-1,-1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,3,0,0,0,0,20,22,21,22,20,0,0,0,0,4,4,4,4,5,3,4,4,4,4,4,4,5,5,4,6,4,4,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,3,14,30,35,35,20,23,21,44,19,29,9,16,18,14,28,20
"59","2014/04/01 22:18",0,1,0,0,0,0,-1,-1,-1,-1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,5,0,0,0,0,15,14,15,19,15,0,0,0,0,3,3,2,4,4,4,3,3,4,2,3,4,4,4,3,5,3,3,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,2,13,25,28,26,14,13,15,30,16,24,6,13,14,10,25,15
"60","2014/04/01 22:23",0,0,0,0,0,0,-1,-1,-1,-1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,3,0,0,0,0,19,18,19,19,18,0,0,0,0,3,2,3,3,4,3,3,3,3,2,2,3,4,3,2,4,3,3,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,2,12,21,24,27,16,17,16,36,18,26,7,14,14,9,26,17
