LDEV_Response5A.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:5A:D6X(X68-1)","00:5A:D7X(X66-1)","00:5A:D8X(X50-1)","00:5A:D9X(X71-1)","00:5A:FC(5-6)","00:5A:FD(5-6)","00:5A:FEX(X69-1)","00:5A:FFX(X67-1)"
"49","2014/04/01 21:28",2961,2630,2801,3352,-3,-3,312,373
"50","2014/04/01 21:33",4923,5691,5187,6730,-3,-3,1533,1575
"51","2014/04/01 21:38",2558,2488,2568,3044,-3,-3,1752,1658
"52","2014/04/01 21:43",2208,1874,2078,2208,-3,-3,309,395
"53","2014/04/01 21:48",1592,1462,1534,1670,-3,-3,1427,1439
"54","2014/04/01 21:53",3205,3208,3315,4102,-3,-3,1458,1465
"55","2014/04/01 21:58",-3,-3,-3,-3,-3,-3,369,427
"56","2014/04/01 22:03",2855,2855,2815,3217,-3,-3,1406,1583
"57","2014/04/01 22:08",4591,4424,4127,6061,-3,-3,1753,1563
"58","2014/04/01 22:13",-3,-3,-3,-3,-3,-3,551,710
"59","2014/04/01 22:18",2424,2224,2435,2544,-3,-3,2525,1992
"60","2014/04/01 22:23",-3,-3,-3,-3,-3,-3,1011,1144
"61","2014/04/01 22:28",-3,-3,-3,-3,-3,-3,446,607
"62","2014/04/01 22:33",4259,3861,3956,4838,-3,-3,936,838
"63","2014/04/01 22:38",-3,-3,-3,-3,-3,-3,565,792
"64","2014/04/01 22:43",1289,-3,-3,-3,-3,-3,1687,1609
"65","2014/04/01 22:48",-3,-3,-3,-3,-3,-3,1510,1532
"66","2014/04/01 22:53",3670,3304,2956,3742,-3,-3,451,606
"67","2014/04/01 22:58",2169,2059,1997,2531,-3,-3,1551,1569
"68","2014/04/01 23:03",4311,3903,4019,4490,-3,-3,647,768
"69","2014/04/01 23:08",2597,2021,2284,2492,-3,-3,1619,1536
"70","2014/04/01 23:13",6984,6356,7256,7394,-3,-3,15181,12091
"71","2014/04/01 23:18",3677,3882,3873,4178,-3,-3,3168,2714
"72","2014/04/01 23:23",4508,3114,4695,4181,-3,-3,1164,1644
"73","2014/04/01 23:28",3930,3170,5194,4287,-3,-3,342,336
"74","2014/04/01 23:33",6929,5386,4423,10057,-3,-3,3211,2359
"75","2014/04/01 23:38",2502,4024,4907,4330,-3,-3,1751,1918
"76","2014/04/01 23:43",2730,2450,2583,2797,-3,-3,737,742
"77","2014/04/01 23:48",4560,4137,4361,4933,-3,-3,1221,1464
"78","2014/04/01 23:53",6797,6859,6001,8921,-3,-3,2996,2463
"79","2014/04/01 23:58",3850,3450,3735,4474,-3,-3,611,744
"80","2014/04/02 00:03",1333,961,1505,1392,-3,-3,1252,1318
"81","2014/04/02 00:08",932,-3,-3,-3,-3,-3,1293,1857
"82","2014/04/02 00:13",-3,-3,-3,-3,-3,-3,421,616
"83","2014/04/02 00:18",4968,5418,5114,7199,-3,-3,1960,1927
"84","2014/04/02 00:23",-3,-3,-3,-3,-3,-3,688,815
"85","2014/04/02 00:28",-3,-3,-3,-3,-3,-3,2650,2955
"86","2014/04/02 00:33",6925,6170,6521,9555,-3,-3,1797,1945
"87","2014/04/02 00:38",3684,3766,3855,4770,-3,-3,732,923
"88","2014/04/02 00:43",-3,-3,-3,-3,-3,-3,2009,1928
"89","2014/04/02 00:48",5131,4824,5658,6271,-3,-3,731,803
"90","2014/04/02 00:53",2174,2137,2607,3377,-3,-3,2723,3002
"91","2014/04/02 00:58",-3,-3,-3,-3,-3,-3,634,760
"92","2014/04/02 01:03",1802,2082,2180,1790,-3,-3,2076,2036
"93","2014/04/02 01:08",1905,-3,-3,-3,-3,-3,2496,2801
"94","2014/04/02 01:13",-3,-3,-3,-3,-3,-3,552,652
"95","2014/04/02 01:18",4935,4238,4147,5859,-3,-3,2515,2640
"96","2014/04/02 01:23",-3,-3,-3,-3,-3,-3,1870,1832
