LDEV_BackTrans_3-9.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:20:1F","00:20:20","00:20:21","00:20:22","00:20:23","00:20:24","00:20:25","00:20:26","00:20:27","00:20:28","00:20:2E","00:20:2F","00:5C:E6"
"28","2014/04/01 19:43",1,3,0,0,3,0,0,0,0,0,0,0,0
"29","2014/04/01 19:48",1,3,0,0,2,0,0,0,0,0,0,0,0
"30","2014/04/01 19:53",1,3,0,0,2,0,0,0,0,0,0,0,0
"31","2014/04/01 19:58",1,3,0,0,2,0,0,0,0,0,0,0,0
"32","2014/04/01 20:03",1,3,0,0,2,0,0,0,0,0,0,0,0
"33","2014/04/01 20:08",1,3,0,0,2,0,0,0,0,0,0,0,0
"34","2014/04/01 20:13",1,3,0,0,3,0,0,0,0,0,0,0,0
"35","2014/04/01 20:18",1,3,0,0,2,0,0,0,0,0,0,0,0
"36","2014/04/01 20:23",1,3,0,0,2,0,0,0,0,0,0,0,0
"37","2014/04/01 20:28",1,3,0,0,3,0,0,0,0,0,0,0,0
"38","2014/04/01 20:33",1,3,0,0,3,0,0,0,0,0,0,0,0
"39","2014/04/01 20:38",1,3,0,0,2,0,0,0,0,0,0,0,0
"40","2014/04/01 20:43",1,3,0,0,3,0,0,0,0,0,0,0,0
"41","2014/04/01 20:48",1,3,0,0,2,0,0,0,0,0,0,0,0
"42","2014/04/01 20:53",1,3,0,0,3,0,0,0,0,0,0,0,0
"43","2014/04/01 20:58",1,3,0,0,3,0,0,0,0,0,0,0,0
"44","2014/04/01 21:03",1,3,0,0,2,0,0,0,0,0,0,0,0
"45","2014/04/01 21:08",1,3,0,0,2,0,0,0,0,0,0,0,0
"46","2014/04/01 21:13",1,3,0,0,3,0,0,0,0,0,0,0,0
"47","2014/04/01 21:18",1,3,0,0,2,0,0,0,0,0,0,0,0
"48","2014/04/01 21:23",1,3,0,0,2,0,0,0,0,0,0,0,0
"49","2014/04/01 21:28",1,3,0,0,3,0,0,0,0,0,0,0,0
"50","2014/04/01 21:33",1,3,0,0,2,0,0,0,0,0,0,0,0
"51","2014/04/01 21:38",1,3,0,0,3,0,0,0,0,0,0,0,0
"52","2014/04/01 21:43",1,3,0,0,2,0,0,0,0,0,0,0,0
"53","2014/04/01 21:48",1,3,0,0,2,0,0,0,0,0,0,0,0
"54","2014/04/01 21:53",1,3,0,0,2,0,0,0,0,0,0,0,0
"55","2014/04/01 21:58",1,3,0,0,2,0,0,0,0,0,0,0,0
"56","2014/04/01 22:03",1,3,0,0,2,0,0,0,0,0,0,0,0
"57","2014/04/01 22:08",1,3,0,0,2,0,0,0,0,0,0,0,0
"58","2014/04/01 22:13",1,3,0,0,2,0,0,0,0,0,0,0,0
"59","2014/04/01 22:18",1,3,0,0,2,0,0,0,0,0,0,0,0
"60","2014/04/01 22:23",1,3,0,0,2,0,0,0,0,0,0,0,0
"61","2014/04/01 22:28",1,3,0,0,3,0,0,0,0,0,0,0,0
"62","2014/04/01 22:33",1,2,0,0,2,0,0,0,0,0,0,0,0
"63","2014/04/01 22:38",1,3,0,0,2,0,0,0,0,0,0,0,0
"64","2014/04/01 22:43",1,2,0,0,3,0,0,0,0,0,0,0,0
"65","2014/04/01 22:48",1,3,0,0,3,0,0,0,0,0,0,0,0
"66","2014/04/01 22:53",1,3,0,0,2,0,0,0,0,0,0,0,0
"67","2014/04/01 22:58",1,3,0,0,3,0,0,0,0,0,0,0,0
"68","2014/04/01 23:03",1,3,0,0,3,0,0,0,0,0,0,0,0
"69","2014/04/01 23:08",1,3,0,0,2,0,0,0,0,0,0,0,0
"70","2014/04/01 23:13",1,3,0,0,2,0,0,0,0,0,0,0,0
"71","2014/04/01 23:18",1,3,0,0,2,0,0,0,0,0,0,0,0
"72","2014/04/01 23:23",1,3,0,0,2,0,0,0,0,0,0,0,0
"73","2014/04/01 23:28",1,2,0,0,2,0,0,0,0,0,0,0,0
"74","2014/04/01 23:33",1,3,0,0,2,0,0,0,0,0,0,0,0
"75","2014/04/01 23:38",1,2,0,0,3,0,0,0,0,0,0,0,0
"76","2014/04/01 23:43",1,2,0,0,2,0,0,0,0,0,0,0,0
"77","2014/04/01 23:48",1,2,0,0,3,0,0,0,0,0,0,0,0
"78","2014/04/01 23:53",1,3,0,0,3,0,0,0,0,0,0,0,0
"79","2014/04/01 23:58",1,2,0,0,2,0,0,0,0,0,0,0,0
"80","2014/04/02 00:03",1,2,0,0,3,0,0,0,0,0,0,0,0
"81","2014/04/02 00:08",1,2,0,0,2,0,0,0,0,0,0,0,0
"82","2014/04/02 00:13",1,3,0,0,2,0,0,0,0,0,0,0,0
"83","2014/04/02 00:18",1,3,0,0,3,0,0,0,0,0,0,0,0
"84","2014/04/02 00:23",1,3,0,0,2,0,0,0,0,0,0,0,0
"85","2014/04/02 00:28",1,3,0,0,2,0,0,0,0,0,0,0,0
"86","2014/04/02 00:33",1,3,0,0,3,0,0,0,0,0,0,0,0
"87","2014/04/02 00:38",1,3,0,0,2,0,0,0,0,0,0,0,0
"88","2014/04/02 00:43",1,3,0,0,2,0,0,0,0,0,0,0,0
"89","2014/04/02 00:48",1,2,0,0,3,0,0,0,0,0,0,0,0
"90","2014/04/02 00:53",1,2,0,0,2,0,0,0,0,0,0,0,0
"91","2014/04/02 00:58",1,3,0,0,2,0,0,0,0,0,0,0,0
"92","2014/04/02 01:03",1,3,0,0,3,0,0,0,0,0,0,0,0
"93","2014/04/02 01:08",1,3,0,0,3,0,0,0,0,0,0,0,0
"94","2014/04/02 01:13",1,2,0,0,3,0,0,0,0,0,0,0,0
"95","2014/04/02 01:18",1,3,0,0,2,0,0,0,0,0,0,0,0
"96","2014/04/02 01:23",1,3,0,0,2,0,0,0,0,0,0,0,0
