LDEV_TransRate_1-14.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:01:0B","00:01:0C","00:01:0D","00:01:0E","00:01:0F","00:01:10","00:01:11","00:01:12","00:01:13","00:01:14","00:01:15","00:20:1A","00:20:1B","00:AB:0C"
"55","2014/04/01 21:58",0,58,0,0,26,7,6,0,0,53,0,27,1,0
"56","2014/04/01 22:03",0,50,0,0,93,5,1,0,0,3,0,25,1,0
"57","2014/04/01 22:08",5,0,0,1,61,8,1,0,0,0,0,23,1,0
"58","2014/04/01 22:13",0,46,0,1,87,7,8,0,0,37,0,21,2,0
"59","2014/04/01 22:18",0,69,0,1,76,5,6,0,0,1,0,25,1,0
"60","2014/04/01 22:23",0,56,0,0,80,5,2,0,0,0,0,20,1,0
"61","2014/04/01 22:28",1,37,0,0,31,6,1,0,0,1,0,24,1,0
"62","2014/04/01 22:33",0,68,0,2,11,6,10,54,0,38,0,24,1,0
"63","2014/04/01 22:38",1,33,0,2,9,5,11,29,0,38,0,21,1,0
"64","2014/04/01 22:43",9,50,0,1,23,5,4,5,0,31,0,25,1,0
"65","2014/04/01 22:48",8,22,0,1,103,10,2,6,0,2,0,21,0,0
"66","2014/04/01 22:53",0,9,0,3,112,5,2,0,0,2,0,25,1,0
"67","2014/04/01 22:58",0,31,0,4,108,4,21,0,0,3,0,21,1,0
"68","2014/04/01 23:03",0,20,0,4,99,5,8,20,0,3,0,18,4,0
"69","2014/04/01 23:08",0,14,0,1,94,6,2,8,0,2,0,24,2,0
"70","2014/04/01 23:13",1,3,0,2,87,5,6,9,0,70,0,15,1,0
"71","2014/04/01 23:18",0,7,0,0,59,4,7,4,0,72,0,13,1,0
"72","2014/04/01 23:23",0,7,0,0,13,6,3,5,0,93,0,22,0,0
"73","2014/04/01 23:28",0,8,0,0,57,6,3,5,0,94,0,22,1,0
"74","2014/04/01 23:33",0,10,0,0,6,5,4,0,0,95,0,22,0,0
"75","2014/04/01 23:38",0,3,0,0,13,4,2,0,0,63,0,11,1,0
"76","2014/04/01 23:43",0,14,0,0,10,5,10,0,0,94,0,15,1,0
"77","2014/04/01 23:48",6,8,0,0,3,5,4,0,0,33,0,24,1,0
"78","2014/04/01 23:53",0,6,0,0,4,10,2,0,0,68,0,20,1,0
"79","2014/04/01 23:58",0,9,0,0,4,5,2,0,0,77,0,23,1,0
"80","2014/04/02 00:03",0,1,0,0,2,2,1,0,0,22,0,23,0,0
"81","2014/04/02 00:08",0,1,0,0,3,7,2,90,0,27,0,23,1,0
"82","2014/04/02 00:13",0,13,0,0,34,6,2,40,0,29,0,26,2,0
"83","2014/04/02 00:18",0,1,0,0,44,2,0,4,0,7,0,19,1,0
"84","2014/04/02 00:23",0,4,0,0,74,7,2,5,0,15,0,23,0,0
"85","2014/04/02 00:28",1,5,0,0,54,4,1,1,0,13,0,22,0,0
"86","2014/04/02 00:33",0,0,0,0,41,4,0,0,0,5,0,24,0,0
"87","2014/04/02 00:38",1,2,0,0,18,3,1,0,0,15,0,21,1,0
"88","2014/04/02 00:43",3,5,0,0,43,5,1,0,0,9,0,23,1,0
"89","2014/04/02 00:48",1,1,0,0,4,6,1,0,0,17,0,23,0,0
"90","2014/04/02 00:53",2,13,0,0,3,5,2,0,0,12,0,21,0,0
"91","2014/04/02 00:58",1,5,0,0,4,7,3,0,0,19,0,24,0,0
"92","2014/04/02 01:03",0,13,0,0,48,5,3,0,0,12,0,24,1,0
"93","2014/04/02 01:08",0,4,0,0,46,6,3,0,0,15,0,24,1,0
"94","2014/04/02 01:13",0,11,0,0,62,8,4,20,0,25,0,24,2,0
"95","2014/04/02 01:18",0,7,0,0,6,7,2,96,0,16,0,24,1,0
"96","2014/04/02 01:23",2,4,0,0,5,4,4,42,64,21,1,20,0,0
