LDEV_BackTrans5A.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:5A:D6X(X68-1)","00:5A:D7X(X66-1)","00:5A:D8X(X50-1)","00:5A:D9X(X71-1)","00:5A:FC(5-6)","00:5A:FD(5-6)","00:5A:FEX(X69-1)","00:5A:FFX(X67-1)"
"59","2014/04/01 22:18",9,8,9,8,0,0,2,1
"60","2014/04/01 22:23",0,0,0,0,0,0,1,1
"61","2014/04/01 22:28",0,0,0,0,0,0,0,0
"62","2014/04/01 22:33",7,7,6,7,0,0,1,1
"63","2014/04/01 22:38",0,0,0,0,0,0,0,0
"64","2014/04/01 22:43",0,0,0,0,0,0,1,1
"65","2014/04/01 22:48",0,0,0,0,0,0,1,1
"66","2014/04/01 22:53",6,6,6,6,0,0,0,0
"67","2014/04/01 22:58",14,14,14,13,0,0,1,1
"68","2014/04/01 23:03",18,17,17,18,0,0,1,1
"69","2014/04/01 23:08",13,12,12,12,0,0,2,2
"70","2014/04/01 23:13",55,51,52,51,0,0,22,22
"71","2014/04/01 23:18",33,33,33,33,0,0,2,2
"72","2014/04/01 23:23",18,17,18,18,0,0,2,2
"73","2014/04/01 23:28",0,0,0,0,0,0,0,0
"74","2014/04/01 23:33",0,0,0,0,0,0,2,2
"75","2014/04/01 23:38",0,0,0,0,0,0,2,2
"76","2014/04/01 23:43",19,19,20,20,0,0,0,0
"77","2014/04/01 23:48",16,14,15,14,0,0,1,1
"78","2014/04/01 23:53",0,0,0,0,0,0,2,2
"79","2014/04/01 23:58",14,13,13,15,0,0,0,0
"80","2014/04/02 00:03",8,8,8,9,0,0,1,1
"81","2014/04/02 00:08",0,0,0,0,0,0,1,1
"82","2014/04/02 00:13",0,0,0,0,0,0,0,0
"83","2014/04/02 00:18",6,5,5,6,0,0,1,1
"84","2014/04/02 00:23",0,0,0,0,0,0,0,0
"85","2014/04/02 00:28",0,0,0,0,0,0,1,1
"86","2014/04/02 00:33",2,2,2,2,0,0,1,1
"87","2014/04/02 00:38",3,2,3,2,0,0,0,0
"88","2014/04/02 00:43",0,0,0,0,0,0,1,1
"89","2014/04/02 00:48",4,4,4,4,0,0,0,0
"90","2014/04/02 00:53",0,0,0,0,0,0,1,1
"91","2014/04/02 00:58",0,0,0,0,0,0,0,0
"92","2014/04/02 01:03",3,2,2,2,0,0,1,1
"93","2014/04/02 01:08",0,0,0,0,0,0,1,1
"94","2014/04/02 01:13",0,0,0,0,0,0,0,0
"95","2014/04/02 01:18",11,9,10,9,0,0,1,1
"96","2014/04/02 01:23",0,0,0,0,0,0,1,1
