LDEV_Response_3-9.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:20:1F","00:20:20","00:20:21","00:20:22","00:20:23","00:20:24","00:20:25","00:20:26","00:20:27","00:20:28","00:20:2E","00:20:2F","00:5C:E6"
"40","2014/04/01 20:43",1708,1552,-3,-3,2193,-3,-3,-3,-3,-3,-3,-3,-3
"41","2014/04/01 20:48",1659,1657,-3,-3,2351,-3,-3,-3,-3,-3,-3,-3,-3
"42","2014/04/01 20:53",1841,1589,-3,-3,2277,-3,-3,-3,-3,-3,-3,-3,-3
"43","2014/04/01 20:58",1949,1637,-3,-3,2805,-3,-3,-3,-3,-3,-3,-3,-3
"44","2014/04/01 21:03",1822,1588,-3,-3,2082,-3,-3,-3,-3,-3,-3,-3,-3
"45","2014/04/01 21:08",1755,1449,-3,-3,1951,-3,-3,-3,-3,-3,-3,-3,-3
"46","2014/04/01 21:13",1645,1562,-3,-3,1880,-3,-3,-3,-3,-3,-3,-3,-3
"47","2014/04/01 21:18",1915,1608,-3,-3,2224,-3,-3,-3,-3,-3,-3,-3,-3
"48","2014/04/01 21:23",1715,1678,-3,-3,2093,-3,-3,-3,-3,-3,-3,-3,-3
"49","2014/04/01 21:28",1738,1615,-3,-3,2222,-3,-3,-3,-3,-3,-3,-3,-3
"50","2014/04/01 21:33",1891,1680,-3,-3,2668,-3,-3,-3,-3,-3,-3,-3,-3
"51","2014/04/01 21:38",1732,1429,-3,-3,2091,-3,-3,-3,-3,-3,-3,-3,-3
"52","2014/04/01 21:43",1608,1481,-3,-3,1966,-3,-3,-3,-3,-3,-3,-3,-3
"53","2014/04/01 21:48",1610,1257,-3,-3,1985,-3,-3,-3,-3,-3,-3,-3,-3
"54","2014/04/01 21:53",1608,1374,-3,-3,2067,-3,-3,-3,-3,-3,-3,-3,-3
"55","2014/04/01 21:58",1933,1392,-3,-3,2074,-3,-3,-3,-3,-3,-3,-3,-3
"56","2014/04/01 22:03",2802,1626,-3,-3,2304,-3,-3,-3,-3,-3,-3,-3,-3
"57","2014/04/01 22:08",1909,1587,-3,-3,2252,-3,-3,-3,-3,-3,-3,-3,-3
"58","2014/04/01 22:13",1549,1610,-3,-3,2151,-3,-3,-3,-3,-3,-3,-3,-3
"59","2014/04/01 22:18",1560,1370,-3,-3,1921,-3,-3,-3,-3,-3,-3,-3,-3
"60","2014/04/01 22:23",1616,1467,-3,-3,1734,-3,-3,-3,-3,-3,-3,-3,-3
"61","2014/04/01 22:28",1782,1627,-3,-3,2153,-3,-3,-3,-3,-3,-3,-3,-3
"62","2014/04/01 22:33",1773,1521,-3,-3,2015,-3,-3,-3,-3,-3,-3,-3,-3
"63","2014/04/01 22:38",1735,1673,-3,-3,2146,-3,-3,-3,-3,-3,-3,-3,-3
"64","2014/04/01 22:43",1908,1452,-3,-3,2155,-3,-3,-3,-3,-3,-3,-3,-3
"65","2014/04/01 22:48",2355,2308,-3,-3,2130,-3,-3,-3,-3,-3,-3,-3,-3
"66","2014/04/01 22:53",1736,2550,-3,-3,2531,-3,-3,-3,-3,-3,-3,-3,-3
"67","2014/04/01 22:58",1720,1625,-3,-3,2053,-3,-3,-3,-3,-3,-3,-3,-3
"68","2014/04/01 23:03",2305,2104,-3,-3,4498,-3,-3,-3,-3,-3,-3,-3,-3
"69","2014/04/01 23:08",2284,2040,-3,-3,2817,-3,-3,-3,-3,-3,-3,-3,-3
"70","2014/04/01 23:13",2104,1769,-3,-3,2639,-3,-3,-3,-3,-3,-3,-3,-3
"71","2014/04/01 23:18",1775,2513,-3,-3,1861,-3,-3,-3,-3,-3,-3,-3,-3
"72","2014/04/01 23:23",1987,1796,-3,-3,2497,-3,-3,-3,-3,-3,-3,-3,-3
"73","2014/04/01 23:28",2251,2030,-3,-3,2685,-3,-3,-3,-3,-3,-3,-3,-3
"74","2014/04/01 23:33",2399,2131,-3,-3,2998,-3,-3,-3,-3,-3,-3,-3,-3
"75","2014/04/01 23:38",2150,2096,-3,-3,2550,-3,-3,-3,-3,-3,-3,-3,-3
"76","2014/04/01 23:43",1860,2367,-3,-3,3013,-3,-3,-3,-3,-3,-3,-3,-3
"77","2014/04/01 23:48",2971,3819,-3,-3,2756,-3,-3,-3,-3,-3,-3,-3,-3
"78","2014/04/01 23:53",2363,2131,-3,-3,2719,-3,-3,-3,-3,-3,-3,-3,-3
"79","2014/04/01 23:58",2058,2064,-3,-3,2431,-3,-3,-3,-3,-3,-3,-3,-3
"80","2014/04/02 00:03",1763,1818,-3,-3,2635,-3,-3,-3,-3,-3,-3,-3,-3
"81","2014/04/02 00:08",1841,1873,-3,-3,2520,-3,-3,-3,-3,-3,-3,-3,-3
"82","2014/04/02 00:13",1790,2266,-3,-3,3598,-3,-3,-3,-3,-3,-3,-3,-3
"83","2014/04/02 00:18",2123,1944,-3,-3,2987,-3,-3,-3,-3,-3,-3,-3,-3
"84","2014/04/02 00:23",1779,1748,-3,-3,2234,-3,-3,-3,-3,-3,-3,-3,-3
"85","2014/04/02 00:28",2083,1805,-3,-3,2438,-3,-3,-3,-3,-3,-3,-3,-3
"86","2014/04/02 00:33",2188,2388,-3,-3,2520,-3,-3,-3,-3,-3,-3,-3,-3
"87","2014/04/02 00:38",1863,1921,-3,-3,2916,-3,-3,-3,-3,-3,-3,-3,-3
"88","2014/04/02 00:43",1912,2018,-3,-3,2446,-3,-3,-3,-3,-3,-3,-3,-3
"89","2014/04/02 00:48",1930,2144,-3,-3,2220,-3,-3,-3,-3,-3,-3,-3,-3
"90","2014/04/02 00:53",2277,2296,-3,-3,2241,-3,-3,-3,-3,-3,-3,-3,-3
"91","2014/04/02 00:58",1687,2242,-3,-3,2603,-3,-3,-3,-3,-3,-3,-3,-3
"92","2014/04/02 01:03",1944,2061,-3,-3,2910,-3,-3,-3,-3,-3,-3,-3,-3
"93","2014/04/02 01:08",2150,2055,-3,-3,2749,-3,-3,-3,-3,-3,-3,-3,-3
"94","2014/04/02 01:13",2373,2865,-3,-3,3563,-3,-3,-3,-3,-3,-3,-3,-3
"95","2014/04/02 01:18",1666,2437,-3,-3,2248,-3,-3,-3,-3,-3,-3,-3,-3
"96","2014/04/02 01:23",2096,2334,-3,-3,2821,-3,-3,-3,-3,-3,-3,-3,-3
