LDEV_Response_1-13.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:00:F2","00:00:F3","00:00:F9","00:00:FA","00:00:FB","00:00:FC","00:00:FD","00:00:FE","00:00:FF","00:01:00","00:01:01","00:01:02","00:01:03","00:20:18","00:20:19"
"47","2014/04/01 21:18",-3,-3,-3,-3,-3,-3,2432,2106,-3,348,-3,-3,-3,-3,-3
"48","2014/04/01 21:23",-3,-3,-3,-3,-3,-3,2385,2291,-3,364,-3,-3,-3,-3,-3
"49","2014/04/01 21:28",-3,2106,-3,-3,-3,-3,2472,2116,-3,359,-3,-3,-3,-3,-3
"50","2014/04/01 21:33",-3,-3,-3,-3,-3,-3,1871,1513,-3,382,-3,-3,-3,-3,-3
"51","2014/04/01 21:38",-3,-3,-3,-3,-3,-3,2360,2575,-3,326,-3,-3,-3,-3,-3
"52","2014/04/01 21:43",-3,-3,-3,-3,-3,-3,2643,2247,-3,1200,2228,-3,-3,-3,-3
"53","2014/04/01 21:48",-3,-3,-3,-3,-3,-3,1924,1747,-3,1521,1769,-3,-3,-3,-3
"54","2014/04/01 21:53",-3,-3,-3,-3,-3,-3,2553,2206,-3,1162,1841,-3,-3,-3,-3
"55","2014/04/01 21:58",-3,-3,-3,-3,-3,-3,3043,1860,-3,1051,1989,-3,-3,-3,-3
"56","2014/04/01 22:03",-3,-3,-3,-3,-3,-3,2232,1838,-3,1347,2138,-3,-3,-3,-3
"57","2014/04/01 22:08",-3,-3,-3,-3,-3,-3,2583,2046,-3,1072,-3,-3,-3,-3,-3
"58","2014/04/01 22:13",-3,-3,-3,-3,-3,-3,2428,2064,-3,1396,1833,-3,-3,-3,-3
"59","2014/04/01 22:18",-3,-3,-3,-3,-3,-3,2913,2277,-3,1283,1917,-3,-3,-3,-3
"60","2014/04/01 22:23",-3,-3,9141,-3,-3,-3,2161,1983,-3,1136,1716,-3,-3,-3,-3
"61","2014/04/01 22:28",-3,-3,-3,-3,-3,-3,3709,3866,-3,1095,1673,-3,-3,-3,-3
"62","2014/04/01 22:33",-3,-3,-3,-3,-3,-3,2313,2142,-3,821,1627,-3,-3,-3,-3
"63","2014/04/01 22:38",-3,-3,-3,-3,-3,-3,2379,2390,-3,907,2200,-3,-3,-3,-3
"64","2014/04/01 22:43",-3,-3,-3,-3,-3,-3,1911,1963,-3,1210,2009,-3,-3,-3,-3
"65","2014/04/01 22:48",-3,-3,-3,-3,-3,-3,2418,2057,-3,927,2027,-3,-3,-3,-3
"66","2014/04/01 22:53",-3,-3,-3,-3,-3,-3,4025,2764,-3,904,2140,-3,-3,-3,-3
"67","2014/04/01 22:58",-3,-3,-3,-3,-3,-3,2915,2616,-3,716,1150,-3,-3,-3,-3
"68","2014/04/01 23:03",-3,-3,-3,-3,-3,-3,2881,2722,-3,710,1929,-3,-3,-3,-3
"69","2014/04/01 23:08",-3,-3,-3,-3,-3,-3,3960,3637,-3,967,1804,-3,-3,-3,-3
"70","2014/04/01 23:13",-3,-3,-3,-3,-3,-3,5091,2688,-3,724,-3,-3,-3,-3,-3
"71","2014/04/01 23:18",-3,-3,-3,-3,-3,-3,3947,3785,-3,741,5182,-3,-3,-3,-3
"72","2014/04/01 23:23",-3,-3,-3,-3,-3,-3,2748,3947,-3,917,2040,-3,-3,-3,-3
"73","2014/04/01 23:28",-3,-3,-3,-3,-3,-3,5029,2959,-3,883,1564,-3,-3,-3,-3
"74","2014/04/01 23:33",-3,-3,-3,-3,-3,-3,3524,4008,-3,1330,2128,-3,-3,-3,-3
"75","2014/04/01 23:38",-3,-3,-3,-3,-3,-3,6426,5387,-3,992,2066,-3,-3,-3,-3
"76","2014/04/01 23:43",-3,-3,-3,-3,-3,-3,3768,3923,-3,953,2623,-3,-3,-3,-3
"77","2014/04/01 23:48",-3,-3,-3,-3,-3,-3,3902,2993,-3,830,-3,-3,-3,-3,-3
"78","2014/04/01 23:53",-3,-3,-3,-3,-3,-3,3214,3608,-3,1101,2115,-3,-3,-3,-3
"79","2014/04/01 23:58",-3,-3,-3,-3,-3,-3,3672,2777,-3,890,-3,-3,-3,-3,-3
"80","2014/04/02 00:03",-3,-3,-3,-3,-3,-3,3030,2979,-3,877,-3,-3,-3,-3,-3
"81","2014/04/02 00:08",-3,-3,-3,-3,-3,-3,4123,3866,-3,1167,-3,-3,-3,-3,-3
"82","2014/04/02 00:13",-3,-3,-3,-3,-3,-3,12342,10861,-3,913,-3,-3,-3,-3,-3
"83","2014/04/02 00:18",-3,-3,-3,-3,-3,-3,3561,2675,-3,909,-3,-3,-3,-3,-3
"84","2014/04/02 00:23",2157,-3,-3,-3,-3,-3,4828,3785,-3,1003,1461,-3,-3,-3,-3
"85","2014/04/02 00:28",-3,-3,-3,-3,-3,-3,2723,2464,-3,1082,-3,-3,-3,-3,-3
"86","2014/04/02 00:33",-3,-3,-3,-3,-3,-3,3318,3403,-3,862,-3,-3,-3,-3,-3
"87","2014/04/02 00:38",-3,-3,-3,-3,-3,-3,4344,4411,-3,1056,-3,-3,-3,-3,-3
"88","2014/04/02 00:43",-3,-3,-3,-3,-3,-3,3900,3981,-3,1252,2281,-3,-3,-3,-3
"89","2014/04/02 00:48",-3,-3,-3,-3,-3,-3,3218,2693,-3,1128,-3,-3,-3,-3,-3
"90","2014/04/02 00:53",-3,-3,-3,-3,-3,-3,14353,11355,-3,1216,2394,-3,-3,-3,-3
"91","2014/04/02 00:58",-3,-3,-3,-3,-3,-3,2755,2565,-3,1200,2270,-3,-3,-3,-3
"92","2014/04/02 01:03",-3,-3,-3,-3,-3,-3,3027,3192,-3,2162,2884,-3,-3,-3,-3
"93","2014/04/02 01:08",-3,-3,-3,-3,-3,-3,2748,2292,-3,1120,2356,-3,-3,-3,-3
"94","2014/04/02 01:13",-3,-3,-3,-3,-3,-3,2566,2254,-3,824,3233,-3,-3,-3,-3
"95","2014/04/02 01:18",-3,-3,-3,-3,-3,-3,2872,2428,-3,867,2282,-3,-3,-3,-3
"96","2014/04/02 01:23",-3,-3,-3,-3,-3,-3,2297,2743,-3,3368,4310,4726,-3,-3,-3
