LDEV_Rnd_Read_Hit5A.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:5A:D6X(X68-1)","00:5A:D7X(X66-1)","00:5A:D8X(X50-1)","00:5A:D9X(X71-1)","00:5A:FC(5-6)","00:5A:FD(5-6)","00:5A:FEX(X69-1)","00:5A:FFX(X67-1)"
"58","2014/04/01 22:13",86,100,96,76,0,0,99,100
"59","2014/04/01 22:18",81,81,79,82,0,0,70,85
"60","2014/04/01 22:23",97,100,97,97,0,0,100,98
"61","2014/04/01 22:28",94,96,92,94,0,0,100,100
"62","2014/04/01 22:33",64,67,65,61,0,0,100,99
"63","2014/04/01 22:38",96,96,100,100,0,0,100,98
"64","2014/04/01 22:43",87,91,77,80,0,0,100,99
"65","2014/04/01 22:48",97,99,90,95,0,0,100,99
"66","2014/04/01 22:53",73,75,75,74,0,0,100,100
"67","2014/04/01 22:58",88,88,88,87,0,0,100,99
"68","2014/04/01 23:03",77,77,75,74,0,0,96,97
"69","2014/04/01 23:08",87,89,88,88,0,0,98,98
"70","2014/04/01 23:13",74,77,75,75,0,0,58,91
"71","2014/04/01 23:18",80,81,81,81,0,0,100,99
"72","2014/04/01 23:23",79,84,76,80,0,0,99,99
"73","2014/04/01 23:28",76,84,77,74,0,0,100,99
"74","2014/04/01 23:33",94,97,95,91,0,0,99,99
"75","2014/04/01 23:38",82,84,77,77,0,0,98,98
"76","2014/04/01 23:43",83,83,83,83,0,0,100,95
"77","2014/04/01 23:48",67,70,68,72,0,0,100,97
"78","2014/04/01 23:53",75,84,72,69,0,0,100,99
"79","2014/04/01 23:58",69,70,70,69,0,0,93,87
"80","2014/04/02 00:03",94,96,92,95,0,0,99,98
"81","2014/04/02 00:08",80,87,64,60,0,0,98,99
"82","2014/04/02 00:13",83,90,65,80,0,0,100,98
"83","2014/04/02 00:18",49,54,45,47,0,0,99,99
"84","2014/04/02 00:23",70,66,40,38,0,0,100,100
"85","2014/04/02 00:28",100,99,91,100,0,0,100,99
"86","2014/04/02 00:33",29,46,32,24,0,0,100,99
"87","2014/04/02 00:38",61,68,70,68,0,0,100,98
"88","2014/04/02 00:43",95,90,97,100,0,0,100,99
"89","2014/04/02 00:48",38,48,40,46,0,0,100,100
"90","2014/04/02 00:53",80,86,72,73,0,0,100,99
"91","2014/04/02 00:58",86,91,89,83,0,0,100,100
"92","2014/04/02 01:03",78,78,78,78,0,0,99,99
"93","2014/04/02 01:08",83,88,80,82,0,0,100,99
"94","2014/04/02 01:13",97,97,100,100,0,0,100,100
"95","2014/04/02 01:18",61,60,62,61,0,0,100,99
"96","2014/04/02 01:23",86,89,79,89,0,0,100,99
