PHY_Long_DKP.csv
Serial number : xxxxx(RAID600)
From : 2014/03/03 01:00
To   : 2014/04/02 01:00
sampling rate : 15

"No.","time","DKP40-1AU","DKP41-1AU","DKP42-1AU","DKP43-1AU","DKP50-1BU","DKP51-1BU","DKP52-1BU","DKP53-1BU","DKP44-1AL","DKP45-1AL","DKP46-1AL","DKP47-1AL","DKP54-1BL","DKP55-1BL","DKP56-1BL","DKP57-1BL","DKP60-1LU","DKP61-1LU","DKP62-1LU","DKP63-1LU","DKP70-1KU","DKP71-1KU","DKP72-1KU","DKP73-1KU","DKP64-1LL","DKP65-1LL","DKP66-1LL","DKP67-1LL","DKP74-1KL","DKP75-1KL","DKP76-1KL","DKP77-1KL","DKPC0-2MU","DKPC1-2MU","DKPC2-2MU","DKPC3-2MU","DKPD0-2NU","DKPD1-2NU","DKPD2-2NU","DKPD3-2NU","DKPC4-2ML","DKPC5-2ML","DKPC6-2ML","DKPC7-2ML","DKPD4-2NL","DKPD5-2NL","DKPD6-2NL","DKPD7-2NL","DKPE0-2XU","DKPE1-2XU","DKPE2-2XU","DKPE3-2XU","DKPF0-2WU","DKPF1-2WU","DKPF2-2WU","DKPF3-2WU","DKPE4-2XL","DKPE5-2XL","DKPE6-2XL","DKPE7-2XL","DKPF4-2WL","DKPF5-2WL","DKPF6-2WL","DKPF7-2WL"
"1271","2014/03/16 06:45",3,3,3,3,3,3,3,3,25,25,25,25,25,25,25,25,7,7,7,7,8,7,7,7,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,25,25,25,25,25,25,25,25,7,7,7,7,8,7,7,7,2,2,2,2,2,2,2,2
"1272","2014/03/16 07:00",4,3,3,3,3,3,3,3,32,32,32,32,32,33,32,32,6,6,6,6,7,6,6,6,2,2,2,2,2,2,2,2,4,3,3,3,3,3,3,4,32,32,32,32,32,33,32,32,6,6,6,6,7,6,6,6,2,2,2,2,2,2,2,2
"1273","2014/03/16 07:15",3,3,3,3,3,3,3,3,18,18,18,18,18,18,18,18,7,7,6,6,7,6,7,6,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,18,18,18,17,18,18,18,18,7,7,6,6,7,6,7,6,2,2,2,2,2,2,2,2
"1274","2014/03/16 07:30",4,4,4,4,4,4,4,4,18,18,18,18,18,18,18,17,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,18,18,18,17,18,18,18,17,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2
"1275","2014/03/16 07:45",2,2,2,2,2,2,2,2,17,17,17,16,17,17,17,16,5,5,5,5,5,5,5,5,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,17,17,17,16,17,17,17,16,5,5,5,5,5,5,5,5,2,1,1,1,2,2,2,2
"1276","2014/03/16 08:00",2,2,2,2,2,2,2,2,16,16,16,15,16,16,16,15,4,5,4,4,5,4,5,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,16,16,16,15,16,16,16,16,5,5,4,4,5,4,5,4,1,1,1,1,1,1,1,1
"1277","2014/03/16 08:15",3,3,3,3,3,3,3,3,18,18,18,17,18,18,18,17,9,9,9,9,10,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,17,18,18,18,17,9,10,9,9,10,9,9,9,3,3,3,3,3,3,3,2
"1278","2014/03/16 08:30",4,4,4,4,4,4,4,4,16,16,16,16,16,16,16,16,8,8,7,7,8,7,8,7,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,16,16,16,16,16,16,16,16,8,8,7,7,8,8,8,7,2,2,2,2,2,2,3,2
"1279","2014/03/16 08:45",6,5,6,5,5,6,5,6,15,14,14,14,14,14,14,14,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,6,6,6,6,6,6,5,6,15,14,15,14,14,14,14,14,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3
"1280","2014/03/16 09:00",6,5,6,6,6,6,6,6,14,14,14,13,13,13,13,13,7,8,7,7,8,7,7,7,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,14,14,14,13,13,13,13,13,7,8,7,7,8,7,7,7,2,2,2,2,2,2,2,2
"1281","2014/03/16 09:15",9,9,9,9,9,9,9,9,21,21,21,21,21,21,21,20,15,15,15,14,15,14,15,14,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,21,21,21,20,21,21,21,20,15,15,15,14,15,14,15,14,5,5,5,5,5,5,5,5
"1282","2014/03/16 09:30",8,8,8,8,8,9,8,8,16,16,16,16,16,16,16,16,11,11,10,10,11,10,11,11,3,3,3,3,3,3,3,3,8,8,8,8,8,9,9,8,16,16,16,16,16,16,16,16,11,11,10,10,11,11,11,10,3,3,3,3,3,3,3,3
"1283","2014/03/16 09:45",9,9,9,9,9,9,9,9,17,17,17,17,17,17,17,17,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,17,17,17,17,17,17,17,17,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2
"1284","2014/03/16 10:00",11,11,11,11,11,11,11,11,18,17,17,17,17,17,17,17,6,6,5,5,6,5,6,5,2,2,2,2,2,2,2,2,11,11,11,11,11,11,11,11,18,17,17,17,17,17,17,17,6,6,5,5,6,5,6,5,2,2,2,2,2,2,2,2
"1285","2014/03/16 10:15",9,10,10,10,10,10,10,10,18,18,18,18,18,18,18,18,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,9,10,10,10,10,10,10,10,18,18,18,17,18,18,18,18,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2
"1286","2014/03/16 10:30",6,6,6,6,6,6,6,6,16,16,16,16,16,16,16,16,5,6,5,5,6,5,5,5,2,1,1,1,2,2,2,1,6,6,6,6,6,6,6,6,16,16,16,15,16,16,16,16,5,5,5,5,6,5,5,5,2,1,1,2,2,2,2,1
"1287","2014/03/16 10:45",8,8,8,8,8,9,8,8,19,18,19,18,19,18,18,18,6,6,5,6,6,5,6,6,2,2,2,2,2,2,2,2,8,8,8,8,8,9,8,8,19,19,19,18,19,18,19,18,6,6,5,6,6,5,6,5,2,2,2,2,2,2,2,2
"1288","2014/03/16 11:00",10,10,10,9,10,10,9,10,16,16,16,16,16,16,16,16,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,10,10,10,10,10,10,9,10,16,16,16,16,16,16,16,16,6,6,6,6,6,5,6,5,2,2,2,2,2,2,2,2
"1289","2014/03/16 11:15",6,6,6,6,6,6,6,6,21,21,21,21,21,21,21,21,9,10,10,9,10,9,10,9,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,21,21,21,20,21,21,21,20,10,10,9,9,10,9,10,9,3,3,3,3,3,3,3,3
"1290","2014/03/16 11:30",6,6,6,6,6,6,6,6,16,16,16,16,16,16,16,16,8,9,8,8,9,8,8,8,3,2,2,3,2,2,2,2,6,6,6,6,6,6,6,6,16,16,16,15,16,16,16,16,8,9,8,8,9,8,9,8,3,2,3,2,2,2,2,2
"1291","2014/03/16 11:45",4,4,4,4,4,4,4,4,16,16,15,15,15,15,15,15,8,8,8,8,8,8,8,8,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,16,16,16,15,16,15,15,15,8,8,8,8,8,8,8,8,3,2,2,2,2,2,2,2
"1292","2014/03/16 12:00",5,5,5,6,6,6,5,6,15,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,5,5,5,6,6,6,5,6,15,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2
"1293","2014/03/16 12:15",5,5,5,5,5,5,5,5,16,16,16,16,16,16,16,16,7,7,7,7,8,7,7,7,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,16,16,16,16,16,16,16,16,7,7,7,7,8,7,7,7,2,2,2,2,2,2,2,2
"1294","2014/03/16 12:30",5,4,4,4,4,5,4,5,13,13,13,13,13,13,13,13,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,5,4,4,4,4,5,4,5,13,13,13,13,13,13,13,13,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2
"1295","2014/03/16 12:45",5,4,5,5,5,5,5,5,14,13,13,13,13,13,13,13,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,4,4,5,5,5,5,5,5,14,13,13,13,13,13,13,13,6,6,6,6,7,6,6,6,2,2,2,2,2,2,2,2
"1296","2014/03/16 13:00",3,3,3,3,3,3,4,3,13,13,13,13,13,13,13,13,7,8,7,7,8,7,7,7,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,3,13,13,13,13,13,13,13,13,7,8,7,7,8,7,7,7,2,2,2,2,2,2,2,2
"1297","2014/03/16 13:15",2,2,2,2,2,2,2,2,14,14,14,13,14,14,14,14,9,9,9,9,9,9,9,9,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,14,14,14,13,14,14,14,14,9,9,9,9,9,9,9,9,3,2,2,2,2,2,2,2
"1298","2014/03/16 13:30",2,2,2,2,2,2,2,2,13,12,12,12,12,12,12,12,10,10,10,10,10,10,10,9,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,13,12,12,12,12,12,12,12,10,10,10,10,10,10,10,9,3,2,2,2,3,2,2,2
"1299","2014/03/16 13:45",2,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,8,8,8,8,9,8,8,8,2,2,2,2,2,2,2,2
"1300","2014/03/16 14:00",2,2,2,2,2,2,2,2,13,12,13,12,12,13,12,12,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,13,13,12,12,13,12,12,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2
"1301","2014/03/16 14:15",2,2,2,2,2,2,2,2,14,14,14,14,14,14,14,14,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,14,14,14,14,14,14,14,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2
"1302","2014/03/16 14:30",2,2,2,2,2,2,2,2,13,12,12,12,12,12,12,12,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,13,13,12,12,12,12,12,8,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2
"1303","2014/03/16 14:45",2,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,8,8,7,8,8,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,7,8,7,7,8,7,7,7,2,2,2,2,2,2,2,2
"1304","2014/03/16 15:00",2,2,2,2,2,2,2,2,13,12,13,12,12,12,13,12,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,12,13,12,12,12,12,12,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2
"1305","2014/03/16 15:15",2,2,2,2,2,2,2,2,15,14,14,15,14,14,14,14,9,9,8,9,9,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,14,14,14,14,14,14,14,9,9,8,8,9,8,8,8,2,2,2,2,2,2,2,2
"1306","2014/03/16 15:30",2,2,2,2,2,2,2,2,11,11,11,11,11,11,11,11,7,8,7,8,8,7,8,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,11,11,11,11,11,11,11,7,8,7,8,8,7,8,7,2,2,2,2,2,2,2,2
"1307","2014/03/16 15:45",2,2,2,2,2,2,2,2,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2
"1308","2014/03/16 16:00",2,2,2,2,2,2,2,2,11,11,11,11,11,11,11,11,7,7,8,7,8,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,11,11,10,11,11,11,11,7,8,7,7,8,7,7,7,2,2,2,2,2,2,2,2
"1309","2014/03/16 16:15",3,2,2,2,3,3,2,3,21,21,21,21,21,21,21,21,13,12,12,12,13,12,12,12,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,21,21,21,20,21,21,21,21,12,12,13,12,12,12,12,12,3,3,3,3,3,3,3,3
"1310","2014/03/16 16:30",2,2,2,2,2,2,2,2,17,17,17,17,17,17,17,17,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,17,17,17,17,17,17,17,17,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3
"1311","2014/03/16 16:45",2,2,2,2,2,2,2,2,13,12,12,12,12,12,12,12,8,8,8,8,9,8,9,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,12,13,12,12,12,12,12,8,9,8,8,9,8,8,8,2,2,2,2,2,2,2,2
"1312","2014/03/16 17:00",2,2,2,2,2,2,2,2,13,13,13,13,13,13,13,13,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,13,13,13,13,13,13,13,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2
"1313","2014/03/16 17:15",2,2,2,2,2,2,2,2,15,14,15,15,14,15,15,14,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,14,15,14,14,15,15,14,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2
"1314","2014/03/16 17:30",2,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,7,7,7,7,8,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,7,7,7,7,8,7,7,7,2,2,2,2,2,2,2,2
"1315","2014/03/16 17:45",2,2,2,2,1,2,2,2,13,13,13,13,13,12,13,13,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,13,13,12,13,13,13,12,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2
"1316","2014/03/16 18:00",1,1,1,1,1,2,1,2,12,11,11,11,11,11,11,11,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,12,11,12,11,11,11,11,11,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2
"1317","2014/03/16 18:15",1,1,1,1,1,2,1,2,14,14,14,14,14,14,14,14,6,7,6,6,7,6,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,14,14,14,13,14,14,14,14,7,7,6,6,7,6,6,6,1,1,1,1,1,1,1,1
"1318","2014/03/16 18:30",1,1,1,1,1,2,1,1,11,11,11,11,11,11,11,11,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,11,11,11,11,11,11,11,11,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1
"1319","2014/03/16 18:45",1,1,1,1,1,2,1,2,11,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1,2,11,10,10,10,10,10,10,10,4,4,4,4,5,4,4,4,2,1,2,1,1,1,1,1
"1320","2014/03/16 19:00",2,2,2,2,2,2,2,2,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2
"1321","2014/03/16 19:15",1,1,1,1,1,2,1,2,13,13,13,13,13,13,13,13,6,6,6,6,7,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,13,13,13,13,13,13,13,13,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1
"1322","2014/03/16 19:30",1,1,1,1,1,1,1,2,10,9,10,9,9,9,10,9,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,10,9,9,10,10,9,6,6,6,6,6,6,6,5,1,1,1,1,1,1,1,1
"1323","2014/03/16 19:45",2,2,2,2,2,2,2,2,10,10,10,9,10,10,10,10,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,10,10,10,9,10,10,10,10,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1
"1324","2014/03/16 20:00",2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,10,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1
"1325","2014/03/16 20:15",2,1,1,1,2,2,2,2,11,11,11,11,11,11,11,11,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,11,11,11,11,11,11,11,11,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1
"1326","2014/03/16 20:30",1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1
"1327","2014/03/16 20:45",1,1,1,1,1,1,1,1,10,9,9,9,9,9,9,9,5,5,5,5,6,5,5,5,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,10,9,9,9,9,9,9,9,5,6,5,5,6,5,5,5,2,2,2,2,2,2,2,2
"1328","2014/03/16 21:00",2,1,2,2,2,2,2,2,10,10,10,9,10,9,10,9,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,10,10,10,9,10,9,10,9,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2
"1329","2014/03/16 21:15",1,1,1,2,1,1,1,1,11,11,11,11,11,11,11,11,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,12,11,11,11,11,11,11,11,6,6,6,6,6,6,6,5,1,1,1,1,1,1,1,1
"1330","2014/03/16 21:30",1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1
"1331","2014/03/16 21:45",1,2,1,1,1,2,1,2,12,12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,12,12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1
"1332","2014/03/16 22:00",2,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,3,4,3,3,4,3,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,3,3,3,3,4,3,3,3,2,1,2,1,2,2,1,1
"1333","2014/03/16 22:15",2,2,2,2,2,2,2,2,18,18,18,18,18,18,18,18,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,18,18,18,18,18,18,18,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2
"1334","2014/03/16 22:30",2,2,2,2,2,2,2,2,19,18,19,18,18,18,18,18,7,7,7,7,8,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,19,18,18,18,18,18,18,7,7,7,7,8,7,7,7,2,2,2,2,2,2,2,2
"1335","2014/03/16 22:45",2,2,2,2,2,2,2,2,21,21,21,21,21,21,21,21,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,21,21,21,21,21,21,21,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2
"1336","2014/03/16 23:00",2,2,2,2,2,2,2,2,22,22,22,22,22,22,22,22,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,22,22,21,22,22,22,22,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2
"1337","2014/03/16 23:15",3,3,3,3,3,3,3,3,25,24,25,25,25,25,25,24,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,25,25,25,24,25,25,25,24,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4
"1338","2014/03/16 23:30",2,2,2,2,2,3,2,2,20,20,20,20,20,20,20,20,11,11,11,10,11,10,10,10,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,20,20,20,20,20,20,20,20,11,11,11,11,11,10,10,10,3,3,3,3,3,3,3,3
"1339","2014/03/16 23:45",5,5,5,5,5,5,5,5,20,20,20,20,20,20,20,20,12,12,11,11,12,11,11,11,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,20,20,20,20,20,20,20,20,12,12,11,11,12,12,11,11,3,3,3,3,3,3,3,3
"1340","2014/03/17 00:00",2,2,2,2,2,2,2,2,20,20,20,20,20,20,20,20,9,9,8,8,9,8,8,8,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,20,20,20,19,20,20,20,20,9,9,8,8,8,8,8,8,3,3,3,3,3,3,3,3
"1341","2014/03/17 00:15",2,2,2,2,2,2,2,2,20,20,20,20,20,20,21,20,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,20,20,20,20,20,20,20,20,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3
"1342","2014/03/17 00:30",3,3,3,3,3,3,3,3,18,18,18,18,18,18,18,18,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,18,18,17,18,18,18,18,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3
"1343","2014/03/17 00:45",4,4,4,4,4,4,4,4,16,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,16,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3
"1344","2014/03/17 01:00",2,2,2,2,2,2,2,2,15,15,15,14,14,15,15,14,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,15,15,14,14,14,15,15,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2
"1345","2014/03/17 01:15",3,3,3,3,3,3,3,3,19,20,20,19,19,19,19,19,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,20,20,19,20,19,19,19,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3
"1346","2014/03/17 01:30",2,2,2,2,2,2,2,2,18,18,18,18,18,18,18,18,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18,18,18,18,18,18,18,18,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2
"1347","2014/03/17 01:45",2,2,2,2,2,2,2,2,15,14,15,15,15,15,15,14,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,15,15,14,15,15,15,14,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2
"1348","2014/03/17 02:00",2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,16,16,16,15,16,16,16,16,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3
"1349","2014/03/17 02:15",3,3,3,3,3,3,3,3,17,16,17,17,17,16,16,16,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,17,17,17,16,17,16,16,17,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4
"1350","2014/03/17 02:30",4,4,4,4,4,4,4,4,16,16,16,16,16,16,16,16,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,16,16,16,16,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4
"1351","2014/03/17 02:45",4,4,4,4,4,4,4,4,15,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,16,15,15,15,15,16,13,13,13,12,13,13,13,13,4,4,4,4,4,4,4,4
"1352","2014/03/17 03:00",3,3,3,3,3,3,3,3,15,14,15,14,14,14,14,14,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,15,15,14,14,15,15,15,11,11,11,11,12,11,11,11,3,3,3,3,3,3,3,3
"1353","2014/03/17 03:15",3,3,3,3,3,3,3,3,18,18,18,18,18,18,18,18,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,18,18,18,18,18,18,18,18,10,10,10,10,10,10,10,10,4,4,3,4,3,4,4,4
"1354","2014/03/17 03:30",4,4,4,4,4,4,3,4,13,13,13,12,13,13,13,12,10,10,11,10,11,11,10,10,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,13,13,13,12,13,13,13,13,10,11,10,10,11,10,10,10,3,3,3,3,3,3,3,3
"1355","2014/03/17 03:45",3,3,3,3,3,3,3,3,13,13,13,13,13,13,13,13,9,9,9,9,10,9,9,9,5,4,5,5,4,4,5,4,3,3,3,3,3,3,3,3,13,13,13,13,13,13,13,13,9,10,9,9,10,9,9,9,5,4,4,4,4,4,4,4
"1356","2014/03/17 04:00",2,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,11,4,3,4,3,4,4,4,4,2,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,11,4,4,3,4,4,3,4,3
"1357","2014/03/17 04:15",3,2,2,2,2,3,2,2,20,20,20,20,20,20,20,20,12,12,12,12,12,12,12,12,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,20,20,20,20,20,20,20,20,12,12,12,12,12,12,12,12,3,3,3,3,3,3,3,3
"1358","2014/03/17 04:30",5,5,5,5,5,5,5,5,17,16,17,17,17,16,16,17,12,12,12,12,12,12,12,12,3,3,3,3,2,3,3,2,5,5,5,5,5,5,5,5,17,17,16,16,17,17,16,17,12,12,12,12,12,12,12,12,2,3,3,3,3,3,3,3
"1359","2014/03/17 04:45",4,4,4,4,4,4,4,4,18,18,18,18,18,18,18,18,13,13,12,13,13,13,13,12,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,18,18,19,18,18,18,18,18,13,12,13,13,13,13,13,12,4,4,4,4,4,4,4,4
"1360","2014/03/17 05:00",2,2,2,2,2,2,2,2,19,18,19,18,18,18,18,18,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,19,18,19,18,18,19,19,18,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3
"1361","2014/03/17 05:15",6,6,6,6,6,7,6,7,28,28,28,28,28,28,28,28,13,13,12,12,13,13,13,13,5,5,5,5,5,5,5,5,7,6,6,6,6,7,6,6,28,28,29,28,28,28,29,28,13,12,12,12,13,12,13,13,5,5,5,5,5,5,5,5
"1362","2014/03/17 05:30",4,4,4,4,4,4,4,4,26,26,27,27,26,27,26,26,15,15,15,15,16,15,15,15,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,27,26,27,26,27,27,26,26,16,16,15,15,16,15,15,15,5,4,4,5,4,4,4,4
"1363","2014/03/17 05:45",4,4,4,4,4,4,4,4,29,29,29,28,29,29,29,28,14,14,13,13,14,13,14,13,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,29,29,29,28,29,29,29,29,13,14,14,13,14,13,14,14,5,5,5,5,5,5,5,5
