PHY_Long_CHP.csv
Serial number : xxxxx(RAID600)
From : 2014/03/03 01:00
To   : 2014/04/02 01:00
sampling rate : 15

"No.","time","CHP00-1EU","CHP01-1EU","CHP02-1EU","CHP03-1EU","CHP10-1FU","CHP11-1FU","CHP12-1FU","CHP13-1FU","CHP04-1EL","CHP05-1EL","CHP06-1EL","CHP07-1EL","CHP80-2QU","CHP81-2QU","CHP82-2QU","CHP83-2QU","CHP90-2RU","CHP91-2RU","CHP92-2RU","CHP93-2RU","CHP84-2QL","CHP85-2QL","CHP86-2QL","CHP87-2QL"
"2256","2014/03/26 13:00",13,28,30,65,11,11,16,12,46,34,12,16,12,28,29,66,11,11,16,12,12,34,46,16
"2257","2014/03/26 13:15",6,15,25,63,5,5,11,6,18,31,6,10,6,15,24,64,5,5,11,7,6,30,18,11
"2258","2014/03/26 13:30",5,13,23,57,4,4,10,5,14,27,5,9,5,13,23,56,4,4,10,5,5,27,15,9
"2259","2014/03/26 13:45",5,14,24,57,4,4,10,5,16,27,5,9,5,14,23,56,4,4,10,6,5,27,16,9
"2260","2014/03/26 14:00",4,14,22,60,4,4,9,5,14,29,5,10,4,13,21,61,4,4,10,5,5,28,14,11
"2261","2014/03/26 14:15",5,15,24,55,5,4,11,6,15,33,5,11,5,15,23,55,4,5,11,6,6,33,15,11
"2262","2014/03/26 14:30",5,12,23,55,5,5,10,5,14,31,5,9,5,12,22,56,4,4,10,5,5,31,14,9
"2263","2014/03/26 14:45",5,12,24,53,5,5,11,6,15,32,6,10,5,12,22,54,4,5,11,5,5,31,15,10
"2264","2014/03/26 15:00",5,12,25,59,6,5,10,7,17,31,6,10,5,12,24,59,5,5,10,6,6,30,17,10
"2265","2014/03/26 15:15",6,12,25,50,5,5,11,6,17,35,6,11,6,12,24,50,5,5,11,6,6,36,17,11
"2266","2014/03/26 15:30",5,17,24,55,5,5,11,6,17,31,6,10,6,16,23,54,6,5,11,6,6,32,17,10
"2267","2014/03/26 15:45",6,19,24,54,6,5,9,6,19,29,6,10,6,19,23,54,6,6,9,7,6,29,19,10
"2268","2014/03/26 16:00",5,18,25,46,5,5,9,5,15,27,5,10,5,18,23,46,4,5,9,6,6,27,16,10
"2269","2014/03/26 16:15",6,23,21,53,6,6,12,7,21,33,7,13,6,24,20,54,6,6,12,8,7,33,21,13
"2270","2014/03/26 16:30",11,37,22,49,10,11,15,11,40,33,12,15,11,37,21,50,10,11,15,12,11,32,40,15
"2271","2014/03/26 16:45",13,38,25,48,12,13,17,13,53,33,13,17,13,39,24,47,13,13,17,13,14,32,52,17
"2272","2014/03/26 17:00",11,35,22,50,11,10,15,11,42,31,11,16,11,35,22,49,10,10,15,12,11,30,42,16
"2273","2014/03/26 17:15",9,29,21,44,8,9,14,10,34,29,9,19,9,29,20,45,9,8,14,10,9,29,34,19
"2274","2014/03/26 17:30",6,26,18,55,6,6,12,7,22,25,7,11,6,26,17,55,6,6,12,7,7,25,23,11
"2275","2014/03/26 17:45",5,15,16,52,4,4,9,5,15,28,5,9,4,14,15,51,4,4,9,5,5,28,16,10
"2276","2014/03/26 18:00",4,14,15,51,4,3,9,4,12,25,4,11,4,14,14,51,4,3,10,4,4,25,12,11
"2277","2014/03/26 18:15",4,16,17,51,4,4,10,5,13,24,5,12,4,16,16,52,4,4,9,5,5,24,13,12
"2278","2014/03/26 18:30",3,20,16,34,4,4,9,4,12,22,4,10,3,20,14,34,3,3,10,4,4,22,12,10
"2279","2014/03/26 18:45",4,24,15,24,4,3,9,4,12,23,4,10,3,25,14,24,3,4,9,4,4,23,12,10
"2280","2014/03/26 19:00",4,24,16,43,4,4,9,5,15,19,5,10,4,24,15,43,4,4,9,5,5,20,15,10
"2281","2014/03/26 19:15",4,27,18,45,4,4,10,5,12,22,5,11,4,26,16,45,4,4,10,5,5,22,12,11
"2282","2014/03/26 19:30",3,19,18,40,3,4,9,4,12,22,4,10,4,19,16,40,3,4,9,5,4,23,12,10
"2283","2014/03/26 19:45",4,16,16,43,4,4,9,5,14,21,5,10,4,16,15,43,4,4,9,5,4,20,13,10
"2284","2014/03/26 20:00",4,17,15,42,4,4,9,5,12,20,4,11,4,18,14,43,4,4,9,4,5,20,12,10
"2285","2014/03/26 20:15",4,21,19,45,4,5,11,6,15,24,5,11,4,21,18,45,5,4,11,6,5,24,15,12
"2286","2014/03/26 20:30",4,19,16,23,4,4,9,4,14,23,4,10,4,19,15,22,4,4,9,5,4,23,14,10
"2287","2014/03/26 20:45",7,23,19,26,4,4,9,5,14,21,5,10,7,23,18,27,4,4,9,5,5,20,14,10
"2288","2014/03/26 21:00",4,16,15,29,4,4,9,4,13,18,5,10,4,16,14,29,4,3,9,4,4,18,13,9
"2289","2014/03/26 21:15",5,17,19,49,3,4,10,5,14,19,5,10,5,17,18,50,4,4,9,5,4,18,14,10
"2290","2014/03/26 21:30",4,18,25,18,4,4,8,5,15,18,5,10,4,18,23,18,4,4,9,5,5,18,15,10
"2291","2014/03/26 21:45",3,17,24,13,4,3,8,4,14,20,4,15,4,17,23,14,4,4,8,4,4,19,14,15
"2292","2014/03/26 22:00",3,16,14,12,3,3,8,4,10,20,3,11,3,16,13,13,3,3,8,4,3,21,10,11
"2293","2014/03/26 22:15",4,20,17,32,4,4,8,5,14,28,4,15,4,21,17,33,4,4,8,5,4,28,14,15
"2294","2014/03/26 22:30",4,16,15,17,4,4,8,4,13,32,4,18,4,16,14,18,4,4,8,4,4,32,13,18
"2295","2014/03/26 22:45",4,16,16,17,5,5,10,5,17,33,5,17,4,16,15,17,4,4,10,6,5,32,18,17
"2296","2014/03/26 23:00",7,21,19,18,7,7,11,8,29,34,8,22,7,21,18,19,7,7,11,8,7,34,28,23
"2297","2014/03/26 23:15",8,26,28,26,8,8,14,9,31,37,9,29,8,26,27,27,8,8,13,9,9,37,32,29
"2298","2014/03/26 23:30",8,30,29,18,8,8,18,9,33,36,9,28,8,30,28,18,8,8,17,8,9,36,33,28
"2299","2014/03/26 23:45",9,25,34,21,8,9,13,9,36,37,10,27,9,25,32,22,8,9,13,9,10,37,37,27
"2300","2014/03/27 00:00",9,22,30,23,9,8,14,10,37,34,9,23,9,22,30,23,9,9,14,9,9,33,36,24
"2301","2014/03/27 00:15",8,18,26,23,8,8,12,9,32,39,9,25,8,18,25,23,8,8,13,10,10,39,32,25
"2302","2014/03/27 00:30",8,20,25,17,8,8,11,9,33,42,9,26,8,20,23,17,8,8,12,9,9,42,33,26
"2303","2014/03/27 00:45",8,18,25,13,8,8,11,9,32,39,8,23,8,18,24,14,8,8,12,8,9,39,31,23
"2304","2014/03/27 01:00",9,20,23,19,8,8,11,9,33,27,8,26,8,21,22,19,9,8,11,9,9,28,33,26
"2305","2014/03/27 01:15",9,21,23,33,9,9,13,10,34,28,9,25,9,21,22,33,9,9,12,10,9,27,34,25
"2306","2014/03/27 01:30",9,21,22,34,9,9,13,9,34,28,10,19,9,21,21,35,9,9,13,10,10,28,34,19
"2307","2014/03/27 01:45",10,23,20,15,9,9,13,10,38,31,10,18,10,23,18,15,10,9,13,10,10,31,38,18
"2308","2014/03/27 02:00",9,22,19,14,9,9,12,10,38,28,9,21,9,22,18,14,9,9,12,10,9,28,38,22
"2309","2014/03/27 02:15",11,39,37,22,10,10,14,11,40,25,11,21,11,40,36,23,10,10,14,12,11,25,40,21
"2310","2014/03/27 02:30",9,21,46,39,9,9,12,10,35,22,9,19,9,21,45,40,9,9,12,10,9,22,35,19
"2311","2014/03/27 02:45",9,20,42,42,9,9,11,9,35,24,9,17,9,20,41,43,9,9,11,9,9,24,35,18
"2312","2014/03/27 03:00",9,21,42,43,9,9,13,10,37,23,9,21,10,21,41,44,9,9,12,10,9,23,36,22
"2313","2014/03/27 03:15",10,16,47,38,10,9,14,11,36,30,10,22,10,16,46,38,9,9,14,10,10,30,36,22
"2314","2014/03/27 03:30",8,15,35,29,7,8,11,8,31,24,8,14,8,14,34,30,8,7,11,8,8,25,31,14
"2315","2014/03/27 03:45",6,10,35,18,6,6,9,7,26,23,6,12,6,10,34,19,6,6,9,7,6,23,26,12
"2316","2014/03/27 04:00",6,9,33,29,6,6,11,7,27,22,6,12,6,9,32,30,6,6,11,7,6,22,27,12
"2317","2014/03/27 04:15",6,16,31,29,14,14,10,7,24,21,7,13,7,15,30,29,14,14,10,7,7,20,24,13
"2318","2014/03/27 04:30",6,23,17,19,6,6,9,7,25,20,6,12,6,23,15,20,6,6,10,6,6,20,25,12
"2319","2014/03/27 04:45",6,25,18,11,6,6,10,7,27,21,7,12,6,25,17,11,6,6,9,7,7,21,27,12
"2320","2014/03/27 05:00",7,26,17,10,6,7,9,7,27,20,6,11,6,26,16,11,6,7,9,7,7,19,27,11
"2321","2014/03/27 05:15",9,31,22,11,8,9,26,9,33,25,9,15,9,31,22,12,8,8,26,10,9,25,33,15
"2322","2014/03/27 05:30",12,43,28,34,13,12,25,13,47,29,12,19,13,44,27,35,12,12,25,13,12,28,47,19
"2323","2014/03/27 05:45",9,38,37,22,10,10,13,10,40,24,10,15,10,38,37,23,10,9,13,10,10,23,40,15
"2324","2014/03/27 06:00",13,35,42,38,13,13,16,14,49,24,14,38,13,35,41,38,13,13,16,13,14,23,50,39
"2325","2014/03/27 06:15",9,42,37,32,9,9,12,10,32,22,9,47,9,42,36,33,9,9,12,10,9,22,32,47
"2326","2014/03/27 06:30",8,35,25,39,8,8,11,9,29,21,8,34,8,34,25,40,8,8,11,9,8,21,29,34
"2327","2014/03/27 06:45",7,24,24,39,6,6,10,7,23,18,7,39,7,23,23,39,6,7,9,7,7,17,24,39
"2328","2014/03/27 07:00",8,28,23,39,7,7,11,8,21,19,8,48,7,28,22,40,7,7,11,8,8,19,21,48
"2329","2014/03/27 07:15",7,29,25,41,7,7,11,8,21,21,8,47,7,29,25,42,7,7,11,8,7,21,22,48
"2330","2014/03/27 07:30",8,43,25,37,6,6,9,7,18,20,7,47,8,44,24,38,6,6,9,7,7,20,19,47
"2331","2014/03/27 07:45",6,30,22,30,6,6,9,6,21,20,6,45,7,31,21,31,6,6,9,7,6,20,22,46
"2332","2014/03/27 08:00",7,15,24,38,7,7,11,8,20,18,8,45,7,15,22,38,7,7,11,8,8,18,20,45
"2333","2014/03/27 08:15",7,18,29,38,7,7,11,9,20,22,8,46,8,19,28,39,7,7,11,9,8,22,21,46
"2334","2014/03/27 08:30",11,19,28,41,10,10,15,11,38,24,10,49,10,19,27,41,11,10,15,12,10,24,39,49
"2335","2014/03/27 08:45",13,21,31,42,12,13,16,13,44,26,11,45,13,20,30,43,13,13,15,14,11,25,45,46
"2336","2014/03/27 09:00",5,10,23,39,5,5,9,6,16,17,5,29,5,10,22,40,5,5,9,6,5,17,16,29
"2337","2014/03/27 09:15",4,10,22,37,4,4,9,5,14,20,4,26,4,9,21,38,4,4,9,5,4,21,15,25
"2338","2014/03/27 09:30",3,4,20,23,2,3,6,3,8,21,3,22,3,5,18,24,2,3,6,3,3,21,8,22
"2339","2014/03/27 09:45",5,13,21,41,5,5,9,6,20,20,5,26,5,13,20,41,5,6,9,6,5,20,20,26
"2340","2014/03/27 10:00",6,17,22,37,6,6,9,7,21,18,6,25,6,17,21,38,6,5,9,7,6,18,21,26
"2341","2014/03/27 10:15",5,14,22,39,5,5,9,6,18,19,5,27,5,14,21,40,5,5,9,6,5,20,18,26
"2342","2014/03/27 10:30",2,6,19,40,2,2,6,3,9,16,3,20,3,5,18,40,3,3,6,4,3,16,10,20
"2343","2014/03/27 10:45",3,6,20,32,3,3,6,4,11,16,4,22,3,6,19,33,3,3,7,4,4,16,12,22
"2344","2014/03/27 11:00",4,11,21,11,4,4,7,4,15,16,4,24,4,11,19,12,4,4,8,5,4,16,15,24
"2345","2014/03/27 11:15",3,10,21,14,3,3,7,4,12,17,4,27,3,10,20,14,3,3,7,4,4,17,13,28
"2346","2014/03/27 11:30",7,20,24,13,6,6,9,7,24,19,7,26,7,21,23,13,7,6,10,7,8,19,25,27
"2347","2014/03/27 11:45",8,20,25,14,8,8,11,8,31,19,8,22,8,20,24,15,8,8,11,9,8,19,31,22
"2348","2014/03/27 12:00",8,20,25,16,7,7,11,8,29,18,8,22,7,19,24,16,7,7,11,8,8,18,29,22
"2349","2014/03/27 12:15",5,10,27,12,5,5,8,6,19,20,5,14,5,10,25,12,6,5,9,6,5,21,20,15
"2350","2014/03/27 12:30",3,7,23,9,4,3,7,4,12,19,4,14,3,7,22,10,4,3,7,4,4,19,12,13
"2351","2014/03/27 12:45",3,9,22,4,3,3,8,4,11,19,4,18,4,8,21,5,4,3,7,4,4,19,12,18
"2352","2014/03/27 13:00",3,9,23,4,3,3,6,4,12,19,4,20,4,9,22,5,4,4,7,4,4,18,12,20
"2353","2014/03/27 13:15",4,11,23,4,4,4,7,5,14,22,5,20,4,11,22,4,4,4,7,5,5,22,14,21
"2354","2014/03/27 13:30",6,18,25,26,6,6,11,7,22,25,7,19,6,18,23,27,7,6,11,7,7,25,22,18
"2355","2014/03/27 13:45",5,13,24,17,5,5,9,6,17,21,6,17,5,14,22,17,5,5,10,6,6,21,17,18
"2356","2014/03/27 14:00",5,13,23,11,5,5,10,6,19,21,6,18,5,13,22,11,5,5,10,6,6,22,19,17
"2357","2014/03/27 14:15",5,14,24,9,5,5,10,6,17,23,5,17,5,13,23,10,5,5,11,6,6,22,18,17
"2358","2014/03/27 14:30",5,14,23,9,4,4,10,5,16,20,5,16,5,13,21,10,4,4,10,5,5,20,16,16
"2359","2014/03/27 14:45",4,11,23,10,4,4,9,5,14,21,5,16,4,11,21,10,4,4,8,5,5,20,14,16
"2360","2014/03/27 15:00",4,11,22,10,4,4,9,5,14,20,5,17,5,11,21,10,5,4,9,5,5,20,14,17
"2361","2014/03/27 15:15",4,11,24,9,4,4,8,5,13,24,5,16,4,11,22,10,4,4,8,5,5,24,13,16
"2362","2014/03/27 15:30",4,15,23,11,4,4,10,5,14,24,5,16,4,15,22,12,4,4,10,5,5,25,13,16
"2363","2014/03/27 15:45",4,15,29,12,4,4,10,5,15,29,5,17,4,15,28,13,4,4,10,6,5,28,15,16
"2364","2014/03/27 16:00",7,19,27,19,7,7,11,7,23,26,7,20,7,19,26,20,7,7,11,7,7,26,23,20
"2365","2014/03/27 16:15",7,19,29,42,5,5,9,6,16,22,5,17,7,19,28,43,5,5,8,6,6,22,16,17
"2366","2014/03/27 16:30",9,28,23,44,9,9,13,9,29,25,9,19,10,28,22,45,9,9,13,10,9,25,30,19
"2367","2014/03/27 16:45",10,28,21,42,9,10,13,10,35,23,10,20,10,28,21,41,9,10,13,10,10,24,36,20
"2368","2014/03/27 17:00",6,15,16,10,5,5,10,7,20,24,6,17,5,15,15,11,6,5,10,6,6,24,20,17
"2369","2014/03/27 17:15",5,12,16,9,4,5,10,5,16,25,5,18,4,12,15,9,4,4,10,6,5,25,16,18
"2370","2014/03/27 17:30",4,8,17,19,3,3,10,4,11,24,4,15,3,8,15,20,3,3,10,4,4,24,10,14
"2371","2014/03/27 17:45",3,9,15,18,3,3,8,4,12,22,4,15,3,9,14,18,3,3,8,4,4,22,12,15
"2372","2014/03/27 18:00",4,9,15,39,3,3,9,4,12,19,4,16,4,8,14,40,3,3,9,4,4,18,12,16
"2373","2014/03/27 18:15",4,11,16,32,4,4,9,5,13,20,4,16,5,11,15,32,3,4,9,5,4,20,12,16
"2374","2014/03/27 18:30",4,10,15,38,4,4,8,4,12,19,4,15,4,10,14,39,4,4,8,4,4,19,12,15
"2375","2014/03/27 18:45",4,11,16,43,4,4,9,5,13,15,5,16,4,11,15,43,4,4,9,5,5,15,13,16
"2376","2014/03/27 19:00",4,11,16,41,4,4,8,5,13,16,5,17,4,11,15,42,4,4,8,5,5,17,13,17
"2377","2014/03/27 19:15",4,10,16,41,4,4,8,5,13,20,5,15,4,10,15,42,4,4,8,5,5,20,13,15
"2378","2014/03/27 19:30",3,10,15,41,4,4,9,4,11,21,4,7,4,10,14,40,3,3,9,4,4,21,12,7
"2379","2014/03/27 19:45",4,10,16,30,4,3,8,4,12,20,4,7,4,10,15,31,4,3,8,4,4,21,12,7
"2380","2014/03/27 20:00",3,9,26,37,3,3,9,4,11,19,4,8,3,9,24,38,3,3,9,4,4,19,11,8
"2381","2014/03/27 20:15",4,11,17,38,4,4,9,6,13,21,5,9,4,11,15,38,4,4,9,5,5,21,13,9
"2382","2014/03/27 20:30",5,12,17,39,5,5,10,5,16,21,5,8,5,12,16,40,5,5,10,5,6,21,17,8
"2383","2014/03/27 20:45",6,12,18,41,6,6,10,7,22,18,6,9,6,12,17,41,6,5,10,6,6,18,22,9
"2384","2014/03/27 21:00",3,9,20,43,4,3,8,4,12,16,4,8,4,9,19,44,3,3,8,4,4,16,12,8
"2385","2014/03/27 21:15",4,8,18,30,4,4,9,5,15,18,5,8,4,8,17,31,4,4,9,5,5,18,15,9
"2386","2014/03/27 21:30",4,8,20,34,4,4,9,5,15,18,4,7,4,7,19,34,4,4,8,5,4,18,15,7
"2387","2014/03/27 21:45",3,6,20,41,3,3,6,3,10,18,3,16,3,6,18,42,3,3,6,3,3,19,10,16
"2388","2014/03/27 22:00",2,7,14,45,2,2,7,3,8,15,3,19,2,6,12,44,2,2,7,3,3,15,8,19
"2389","2014/03/27 22:15",4,13,15,41,3,3,8,5,12,20,4,19,4,12,15,41,3,3,8,5,4,20,12,20
"2390","2014/03/27 22:30",4,12,15,44,4,4,7,5,15,22,5,29,4,12,14,45,4,4,8,5,4,22,15,29
"2391","2014/03/27 22:45",6,13,17,31,5,5,9,6,20,25,6,31,5,13,16,31,5,5,9,6,5,25,20,31
"2392","2014/03/27 23:00",4,14,15,13,5,4,8,5,16,30,5,32,5,14,14,14,4,4,8,5,5,30,16,32
"2393","2014/03/27 23:15",7,22,25,19,6,7,12,8,24,36,7,33,6,22,24,19,6,6,12,7,7,36,24,33
"2394","2014/03/27 23:30",7,22,27,13,7,7,16,8,27,35,8,32,7,22,26,14,7,7,16,8,8,35,27,33
"2395","2014/03/27 23:45",7,13,32,13,8,7,13,8,31,33,8,32,7,13,31,14,8,7,13,8,8,33,31,32
"2396","2014/03/28 00:00",8,15,31,20,8,8,12,9,34,30,9,33,8,15,30,21,8,8,12,9,9,31,34,33
"2397","2014/03/28 00:15",8,12,28,15,8,8,12,9,30,31,9,34,8,13,26,16,8,8,12,9,9,31,30,34
"2398","2014/03/28 00:30",8,12,26,8,8,8,11,8,29,31,9,37,8,12,25,8,8,8,10,8,9,30,30,38
"2399","2014/03/28 00:45",7,12,25,7,7,7,10,8,28,30,8,31,7,12,24,8,7,7,11,8,8,31,29,31
"2400","2014/03/28 01:00",8,13,21,8,8,8,11,9,30,31,9,34,8,12,20,9,8,8,11,9,8,30,30,35
"2401","2014/03/28 01:15",8,12,22,17,8,8,11,9,29,29,8,36,8,13,20,18,8,8,12,9,9,29,30,36
"2402","2014/03/28 01:30",8,13,20,30,8,8,12,9,31,29,9,30,8,14,20,30,8,8,11,9,9,30,31,30
"2403","2014/03/28 01:45",9,13,19,13,8,9,11,9,33,29,9,27,8,14,19,13,9,9,12,10,9,29,33,27
"2404","2014/03/28 02:00",9,13,19,13,9,9,13,10,33,28,9,28,8,13,18,14,8,8,13,10,9,28,33,28
"2405","2014/03/28 02:15",9,26,34,20,9,9,12,9,31,26,9,27,9,26,32,21,9,8,12,10,9,25,31,27
"2406","2014/03/28 02:30",10,32,47,37,9,10,13,11,35,22,10,30,10,32,45,38,10,10,13,11,10,22,35,30
"2407","2014/03/28 02:45",8,16,41,32,7,8,12,9,27,21,8,30,8,16,40,33,7,8,11,8,8,21,28,30
"2408","2014/03/28 03:00",8,17,41,22,8,8,11,8,29,21,8,32,8,17,39,22,8,7,11,9,8,20,29,32
"2409","2014/03/28 03:15",9,14,46,16,8,8,12,9,30,28,9,29,8,14,44,17,8,8,12,10,8,28,30,28
"2410","2014/03/28 03:30",8,13,32,23,9,8,12,9,32,25,9,25,8,13,31,23,8,8,12,9,9,25,32,26
"2411","2014/03/28 03:45",7,12,36,17,8,8,11,9,31,24,8,24,8,11,34,17,7,7,11,9,8,24,31,24
"2412","2014/03/28 04:00",7,9,32,13,6,6,10,7,26,22,6,24,6,9,32,14,7,6,10,7,6,22,27,24
"2413","2014/03/28 04:15",7,18,31,11,8,8,11,8,27,22,8,25,7,18,30,12,8,8,11,8,7,22,28,25
"2414","2014/03/28 04:30",6,23,17,11,6,6,10,7,26,20,7,23,7,23,16,11,6,6,10,7,7,20,26,23
"2415","2014/03/28 04:45",6,23,18,17,6,6,10,7,25,22,7,23,6,23,17,17,6,6,10,7,7,22,25,24
"2416","2014/03/28 05:00",9,29,19,24,9,9,11,10,34,23,9,24,9,28,18,25,9,9,12,9,9,23,34,24
"2417","2014/03/28 05:15",7,28,22,34,7,7,24,8,26,25,7,22,7,28,20,35,7,6,25,8,7,25,26,23
"2418","2014/03/28 05:30",7,28,23,41,7,7,19,7,25,21,7,24,7,28,22,42,7,7,19,8,7,21,26,24
"2419","2014/03/28 05:45",12,42,41,39,12,13,17,13,47,25,13,27,13,43,40,39,12,12,16,13,13,25,47,27
"2420","2014/03/28 06:00",11,39,33,46,10,10,14,11,44,21,11,48,11,40,32,46,11,11,14,11,11,21,44,47
"2421","2014/03/28 06:15",7,30,33,44,7,7,11,9,29,22,8,50,8,29,32,45,7,7,11,8,8,22,29,50
"2422","2014/03/28 06:30",6,23,24,47,6,6,10,7,25,17,7,48,7,23,23,48,7,7,10,7,7,17,26,48
"2423","2014/03/28 06:45",9,29,25,45,9,9,12,9,32,19,9,49,9,29,25,45,8,8,12,9,10,18,33,50
"2424","2014/03/28 07:00",9,30,24,35,9,8,12,9,31,18,9,43,8,29,24,35,9,8,12,9,9,18,32,44
"2425","2014/03/28 07:15",9,23,26,43,8,8,12,9,31,23,9,43,9,23,25,44,8,8,12,10,9,23,32,43
"2426","2014/03/28 07:30",8,19,24,48,7,7,11,8,28,23,8,32,8,19,23,48,7,8,11,8,7,23,29,33
"2427","2014/03/28 07:45",13,33,28,50,10,10,14,11,38,24,11,36,13,33,27,51,10,11,14,11,11,24,39,36
"2428","2014/03/28 08:00",8,17,25,47,8,8,11,8,27,19,8,32,8,17,23,47,8,8,11,9,8,20,27,32
"2429","2014/03/28 08:15",8,18,29,32,8,8,12,9,28,22,8,32,8,18,27,33,8,8,11,9,8,22,29,33
"2430","2014/03/28 08:30",11,22,29,51,10,10,14,11,46,22,10,34,10,23,27,52,11,10,14,11,10,23,46,33
"2431","2014/03/28 08:45",13,23,30,47,13,12,16,14,44,24,10,34,13,23,29,48,13,13,15,13,10,23,45,34
"2432","2014/03/28 09:00",5,10,23,34,5,5,9,6,17,18,5,22,5,10,22,35,5,5,9,5,5,18,17,22
"2433","2014/03/28 09:15",5,11,22,46,4,5,9,5,17,20,5,24,5,11,22,46,5,4,9,6,5,20,17,24
"2434","2014/03/28 09:30",5,13,22,47,5,5,8,6,17,21,5,20,6,13,21,48,5,5,8,5,5,21,17,21
"2435","2014/03/28 09:45",5,7,21,42,3,4,7,4,14,21,3,20,5,7,20,42,3,4,6,5,3,20,13,20
"2436","2014/03/28 10:00",4,9,20,45,3,3,6,4,13,18,4,21,4,9,19,46,3,3,7,4,4,18,13,21
"2437","2014/03/28 10:15",5,15,22,44,5,5,8,6,19,20,5,22,5,15,21,45,5,5,9,6,5,20,19,22
"2438","2014/03/28 10:30",5,14,21,18,5,5,8,6,18,16,5,17,5,15,20,19,5,5,8,5,5,16,18,17
"2439","2014/03/28 10:45",4,7,21,13,4,4,7,5,16,14,4,16,4,7,20,13,4,4,7,5,5,14,16,15
"2440","2014/03/28 11:00",3,8,19,31,2,2,6,3,9,14,3,15,2,8,18,31,2,2,6,3,3,14,9,15
"2441","2014/03/28 11:15",3,8,20,21,3,3,6,4,12,17,3,18,3,8,19,22,3,3,6,4,3,18,12,17
"2442","2014/03/28 11:30",5,10,22,39,5,4,8,5,18,19,5,17,5,11,21,40,4,5,7,5,5,19,18,17
"2443","2014/03/28 11:45",4,10,22,21,4,3,7,4,13,15,4,14,3,10,21,21,3,3,6,4,3,15,13,15
"2444","2014/03/28 12:00",4,8,22,49,3,3,7,4,13,16,4,14,4,8,21,52,3,3,7,5,4,15,13,15
"2445","2014/03/28 12:15",6,17,27,52,6,6,10,7,22,19,7,18,6,17,26,55,6,6,10,7,7,19,22,19
"2446","2014/03/28 12:30",7,21,27,55,7,7,11,8,26,20,7,18,8,21,26,57,7,7,10,8,8,19,26,18
"2447","2014/03/28 12:45",7,21,25,49,6,7,11,8,24,19,7,17,7,22,25,51,7,7,10,7,7,20,24,17
"2448","2014/03/28 13:00",5,16,23,34,5,5,10,6,19,20,6,17,6,16,22,36,5,5,10,6,6,20,19,16
"2449","2014/03/28 13:15",4,11,23,39,4,4,8,5,12,28,5,16,4,11,22,40,4,4,8,5,5,28,12,16
"2450","2014/03/28 13:30",4,12,22,45,4,4,8,5,12,22,5,15,4,11,21,46,4,4,9,5,5,22,13,15
"2451","2014/03/28 13:45",4,12,23,45,4,5,9,5,15,21,5,16,5,12,22,46,4,4,9,5,5,21,15,17
"2452","2014/03/28 14:00",5,12,23,49,4,4,10,6,15,19,5,20,5,12,22,50,4,4,10,5,5,20,15,20
"2453","2014/03/28 14:15",6,14,25,30,6,6,10,7,22,22,7,20,6,14,24,31,6,6,9,7,7,23,22,20
"2454","2014/03/28 14:30",6,13,25,46,6,6,9,6,21,23,6,17,6,13,24,46,6,6,9,6,7,23,21,17
"2455","2014/03/28 14:45",5,14,24,43,4,5,9,6,16,24,5,19,5,14,23,44,4,5,8,6,6,23,16,19
"2456","2014/03/28 15:00",6,12,24,50,4,4,7,5,14,19,5,19,6,13,22,51,4,4,7,5,4,20,14,20
"2457","2014/03/28 15:15",10,20,28,55,5,5,9,7,19,23,7,18,10,21,27,57,6,6,9,7,6,23,19,19
"2458","2014/03/28 15:30",4,16,23,17,4,5,9,5,16,21,5,17,4,15,23,17,4,4,9,5,5,21,16,17
"2459","2014/03/28 15:45",4,15,22,19,5,4,11,5,16,20,5,18,5,15,22,19,4,4,11,5,5,20,16,17
"2460","2014/03/28 16:00",4,15,22,12,4,4,7,5,14,18,5,7,4,15,21,13,4,4,8,5,4,18,14,7
"2461","2014/03/28 16:15",5,17,21,11,6,5,11,6,19,20,6,9,5,17,20,11,5,5,11,6,6,20,19,9
"2462","2014/03/28 16:30",10,31,21,24,10,10,15,11,35,25,10,13,10,31,20,25,10,10,14,11,10,26,35,13
"2463","2014/03/28 16:45",11,30,23,44,11,11,15,12,42,30,11,14,12,30,23,44,10,10,16,11,11,30,42,14
"2464","2014/03/28 17:00",7,18,18,34,6,6,11,7,24,24,7,9,7,18,17,35,6,6,12,7,7,24,24,10
"2465","2014/03/28 17:15",5,13,16,9,5,5,9,6,18,26,5,9,5,13,15,9,5,5,9,7,5,25,18,10
"2466","2014/03/28 17:30",3,8,14,6,3,3,9,4,12,26,4,7,3,8,13,7,3,3,9,4,4,25,12,7
"2467","2014/03/28 17:45",4,10,15,13,3,3,8,4,12,25,4,6,4,10,14,13,3,4,8,4,4,25,12,7
"2468","2014/03/28 18:00",3,10,15,4,3,3,8,4,11,21,4,7,3,10,14,5,3,3,8,4,4,20,11,8
"2469","2014/03/28 18:15",3,11,15,3,3,3,8,4,11,21,4,7,3,12,14,4,3,3,8,4,4,21,11,7
"2470","2014/03/28 18:30",4,11,15,5,4,4,8,5,16,25,5,8,4,11,14,5,4,5,8,5,5,25,16,8
"2471","2014/03/28 18:45",4,11,17,5,5,5,10,6,18,20,5,7,5,11,17,6,4,5,10,5,5,21,18,8
"2472","2014/03/28 19:00",4,11,22,5,4,4,10,5,13,19,5,7,4,10,21,5,4,4,10,4,5,19,13,7
